yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2013,2013.0,Import,Mauritania,World,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",15715755.0,,20.2540382,-9.2399263,-36.8535712,174.7456809
2013,2013.0,Import,Mauritania,"China, Hong Kong SAR",90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",11923.0,,20.2540382,-9.2399263,22.350627,114.1849161
2013,2013.0,Import,Mauritania,Indonesia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",365.0,,20.2540382,-9.2399263,-2.4833826,117.8902853
2013,2013.0,Import,Mauritania,Italy,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",538738.0,,20.2540382,-9.2399263,42.6384261,12.674297
2013,2013.0,Import,Mauritania,Côte d'Ivoire,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",477.0,,20.2540382,-9.2399263,7.9897371,-5.5679458
2013,2013.0,Import,Mauritania,Jamaica,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",152010.0,,20.2540382,-9.2399263,18.1850507,-77.3947693
2013,2013.0,Import,Mauritania,Japan,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",6501.0,,20.2540382,-9.2399263,36.5748441,139.2394179
2013,2013.0,Import,Mauritania,Jordan,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",6881.0,,20.2540382,-9.2399263,31.1667049,36.941628
2013,2013.0,Import,Mauritania,Dem. People's Rep. of Korea,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",206.0,,20.2540382,-9.2399263,,
2013,2013.0,Import,Mauritania,Rep. of Korea,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",16766.0,,20.2540382,-9.2399263,,
2013,2013.0,Import,Mauritania,Liberia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",81680.0,,20.2540382,-9.2399263,5.7499721,-9.3658524
2013,2013.0,Import,Mauritania,Libya,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",24971.0,,20.2540382,-9.2399263,26.8234472,18.1236723
2013,2013.0,Import,Mauritania,Malaysia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1993.0,,20.2540382,-9.2399263,4.5693754,102.2656823
2013,2013.0,Import,Mauritania,Mali,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",42461.0,,20.2540382,-9.2399263,16.3700359,-2.2900239
2013,2013.0,Import,Mauritania,"Other Asia, nes",90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1531.0,,20.2540382,-9.2399263,,
2013,2013.0,Import,Mauritania,Morocco,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",189609.0,,20.2540382,-9.2399263,31.1728205,-7.3362482
2013,2013.0,Import,Mauritania,Netherlands,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",11999.0,,20.2540382,-9.2399263,52.2434979,5.6343227
2013,2013.0,Import,Mauritania,New Zealand,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",167886.0,,20.2540382,-9.2399263,-41.5000831,172.8344077
2013,2013.0,Import,Mauritania,Norway,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",14292.0,,20.2540382,-9.2399263,60.5000209,9.0999715
2013,2013.0,Import,Mauritania,Saudi Arabia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",5891942.0,,20.2540382,-9.2399263,25.6242618,42.3528328
2013,2013.0,Import,Mauritania,Senegal,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",190249.0,,20.2540382,-9.2399263,14.4750607,-14.4529612
2013,2013.0,Import,Mauritania,India,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",19559.0,,20.2540382,-9.2399263,22.3511148,78.6677428
2013,2013.0,Import,Mauritania,Singapore,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",100.0,,20.2540382,-9.2399263,1.357107,103.8194992
2013,2013.0,Import,Mauritania,South Africa,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",571426.0,,20.2540382,-9.2399263,-28.8166236,24.991639
2013,2013.0,Import,Mauritania,Spain,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",302242.0,,20.2540382,-9.2399263,39.3260685,-4.8379791
2013,2013.0,Import,Mauritania,Eswatini,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2968.0,,20.2540382,-9.2399263,-26.5624806,31.3991317
2013,2013.0,Import,Mauritania,Switzerland,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",1956.0,,20.2540382,-9.2399263,46.7985624,8.2319736
2013,2013.0,Import,Mauritania,Syria,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",753.0,,20.2540382,-9.2399263,34.6401861,39.0494106
2013,2013.0,Import,Mauritania,United Arab Emirates,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",57886.0,,20.2540382,-9.2399263,24.0002488,53.9994829
2013,2013.0,Import,Mauritania,Tunisia,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",177262.0,,20.2540382,-9.2399263,33.8439408,9.400138
2013,2013.0,Import,Mauritania,Turkey,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",2756.0,,20.2540382,-9.2399263,38.9597594,34.9249653
2013,2013.0,Import,Mauritania,Turks and Caicos Isds,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",14246.0,,20.2540382,-9.2399263,,
2013,2013.0,Import,Mauritania,Egypt,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",697.0,,20.2540382,-9.2399263,26.2540493,29.2675469
2013,2013.0,Import,Mauritania,United Kingdom,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",211554.0,,20.2540382,-9.2399263,54.7023545,-3.2765753
2013,2013.0,Import,Mauritania,USA,90.0,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus; parts and accessories thereof",361648.0,,20.2540382,-9.2399263,39.7837304,-100.445882
