yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Jordan,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",146439386.0,,31.1667049,36.941628,-36.8535712,174.7456809
2016,2016.0,Re-Export,Jordan,Finland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21127.0,,31.1667049,36.941628,63.2467777,25.9209164
2016,2016.0,Re-Export,Jordan,Djibouti,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42254.0,,31.1667049,36.941628,11.8145966,42.8453061
2016,2016.0,Re-Export,Jordan,State of Palestine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",276351.0,,31.1667049,36.941628,31.46242095,34.262716572130714
2016,2016.0,Re-Export,Jordan,Germany,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",433118.0,,31.1667049,36.941628,51.1638175,10.4478313
2016,2016.0,Re-Export,Jordan,Ghana,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14085.0,,31.1667049,36.941628,8.0300284,-1.0800271
2016,2016.0,Re-Export,Jordan,Greece,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112676.0,,31.1667049,36.941628,38.9953683,21.9877132
2016,2016.0,Re-Export,Jordan,"China, Hong Kong SAR",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20473.0,,31.1667049,36.941628,22.350627,114.1849161
2016,2016.0,Re-Export,Jordan,Iraq,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",223996.0,,31.1667049,36.941628,33.0955793,44.1749775
2016,2016.0,Re-Export,Jordan,Israel,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",123525.0,,31.1667049,36.941628,30.8124247,34.8594762
2016,2016.0,Re-Export,Jordan,Italy,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",81472.0,,31.1667049,36.941628,42.6384261,12.674297
2016,2016.0,Re-Export,Jordan,Kazakhstan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26092.0,,31.1667049,36.941628,48.1012954,66.7780818
2016,2016.0,Re-Export,Jordan,Rep. of Korea,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",71537.0,,31.1667049,36.941628,,
2016,2016.0,Re-Export,Jordan,Kuwait,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",419834.0,,31.1667049,36.941628,29.2733964,47.4979476
2016,2016.0,Re-Export,Jordan,Lao People's Dem. Rep.,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35211.0,,31.1667049,36.941628,,
2016,2016.0,Re-Export,Jordan,Lebanon,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",358942.0,,31.1667049,36.941628,33.8750629,35.843409
2016,2016.0,Re-Export,Jordan,Liberia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33844.0,,31.1667049,36.941628,5.7499721,-9.3658524
2016,2016.0,Re-Export,Jordan,Libya,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1173538.0,,31.1667049,36.941628,26.8234472,18.1236723
2016,2016.0,Re-Export,Jordan,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",29930.0,,31.1667049,36.941628,55.3500003,23.7499997
2016,2016.0,Re-Export,Jordan,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4225.0,,31.1667049,36.941628,23.6585116,-102.0077097
2016,2016.0,Re-Export,Jordan,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21127.0,,31.1667049,36.941628,,
2016,2016.0,Re-Export,Jordan,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",84669.0,,31.1667049,36.941628,21.0000287,57.0036901
2016,2016.0,Re-Export,Jordan,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",108039.0,,31.1667049,36.941628,52.2434979,5.6343227
2016,2016.0,Re-Export,Jordan,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1408.0,,31.1667049,36.941628,-41.5000831,172.8344077
2016,2016.0,Re-Export,Jordan,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52366.0,,31.1667049,36.941628,9.6000359,7.9999721
2016,2016.0,Re-Export,Jordan,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92958.0,,31.1667049,36.941628,12.7503486,122.7312101
2016,2016.0,Re-Export,Jordan,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",609585.0,,31.1667049,36.941628,25.3336984,51.2295295
2016,2016.0,Re-Export,Jordan,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47838192.0,,31.1667049,36.941628,25.6242618,42.3528328
2016,2016.0,Re-Export,Jordan,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16901.0,,31.1667049,36.941628,8.6400349,-11.8400269
2016,2016.0,Re-Export,Jordan,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54923.0,,31.1667049,36.941628,1.357107,103.8194992
2016,2016.0,Re-Export,Jordan,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25352.0,,31.1667049,36.941628,45.8133113,14.4808369
2016,2016.0,Re-Export,Jordan,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28169.0,,31.1667049,36.941628,-28.8166236,24.991639
2016,2016.0,Re-Export,Jordan,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15351.0,,31.1667049,36.941628,39.3260685,-4.8379791
2016,2016.0,Re-Export,Jordan,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1658529.0,,31.1667049,36.941628,14.5844444,29.4917691
2016,2016.0,Re-Export,Jordan,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4993.0,,31.1667049,36.941628,59.6749712,14.5208584
2016,2016.0,Re-Export,Jordan,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53521.0,,31.1667049,36.941628,46.7985624,8.2319736
2016,2016.0,Re-Export,Jordan,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",166185.0,,31.1667049,36.941628,34.6401861,39.0494106
2016,2016.0,Re-Export,Jordan,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21127.0,,31.1667049,36.941628,14.8971921,100.83273
2016,2016.0,Re-Export,Jordan,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2912337.0,,31.1667049,36.941628,24.0002488,53.9994829
2016,2016.0,Re-Export,Jordan,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9859.0,,31.1667049,36.941628,33.8439408,9.400138
2016,2016.0,Re-Export,Jordan,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",280987.0,,31.1667049,36.941628,38.9597594,34.9249653
2016,2016.0,Re-Export,Jordan,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38446.0,,31.1667049,36.941628,49.4871968,31.2718321
2016,2016.0,Re-Export,Jordan,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2028985.0,,31.1667049,36.941628,26.2540493,29.2675469
2016,2016.0,Re-Export,Jordan,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11459.0,,31.1667049,36.941628,54.7023545,-3.2765753
2016,2016.0,Re-Export,Jordan,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35627.0,,31.1667049,36.941628,,
2016,2016.0,Re-Export,Jordan,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",84015918.0,,31.1667049,36.941628,5.57675525,-0.1653113957934536
2016,2016.0,Re-Export,Jordan,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1852461.0,,31.1667049,36.941628,39.7837304,-100.445882
2016,2016.0,Re-Export,Jordan,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",109083.0,,31.1667049,36.941628,16.3471243,47.8915271
