yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2007,2007.0,Export,Lebanon,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7203912.0,,33.8750629,35.843409,-36.8535712,174.7456809
2007,2007.0,Export,Lebanon,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",104235.0,,33.8750629,35.843409,46.603354,1.8883335
2007,2007.0,Export,Lebanon,Djibouti,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",41672.0,,33.8750629,35.843409,11.8145966,42.8453061
2007,2007.0,Export,Lebanon,Gabon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",98988.0,,33.8750629,35.843409,-0.8999695,11.6899699
2007,2007.0,Export,Lebanon,Georgia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17094.0,,33.8750629,35.843409,32.3293809,-83.1137366
2007,2007.0,Export,Lebanon,Gambia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",54600.0,,33.8750629,35.843409,13.470062,-15.4900464
2007,2007.0,Export,Lebanon,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",207580.0,,33.8750629,35.843409,51.1638175,10.4478313
2007,2007.0,Export,Lebanon,Ghana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",157101.0,,33.8750629,35.843409,8.0300284,-1.0800271
2007,2007.0,Export,Lebanon,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",11987.0,,33.8750629,35.843409,38.9953683,21.9877132
2007,2007.0,Export,Lebanon,Guinea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",192064.0,,33.8750629,35.843409,10.7226226,-10.7083587
2007,2007.0,Export,Lebanon,Haiti,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17.0,,33.8750629,35.843409,19.1399952,-72.3570972
2007,2007.0,Export,Lebanon,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1525.0,,33.8750629,35.843409,22.350627,114.1849161
2007,2007.0,Export,Lebanon,Iceland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1686.0,,33.8750629,35.843409,64.9841821,-18.1059013
2007,2007.0,Export,Lebanon,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",18546.0,,33.8750629,35.843409,32.6475314,54.5643516
2007,2007.0,Export,Lebanon,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",173777.0,,33.8750629,35.843409,33.0955793,44.1749775
2007,2007.0,Export,Lebanon,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12128.0,,33.8750629,35.843409,52.865196,-7.9794599
2007,2007.0,Export,Lebanon,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",359545.0,,33.8750629,35.843409,42.6384261,12.674297
2007,2007.0,Export,Lebanon,Côte d'Ivoire,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",57580.0,,33.8750629,35.843409,7.9897371,-5.5679458
2007,2007.0,Export,Lebanon,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",372.0,,33.8750629,35.843409,36.5748441,139.2394179
2007,2007.0,Export,Lebanon,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",87406.0,,33.8750629,35.843409,48.1012954,66.7780818
2007,2007.0,Export,Lebanon,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",187090.0,,33.8750629,35.843409,31.1667049,36.941628
2007,2007.0,Export,Lebanon,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",59543.0,,33.8750629,35.843409,29.2733964,47.4979476
2007,2007.0,Export,Lebanon,Liberia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",277393.0,,33.8750629,35.843409,5.7499721,-9.3658524
2007,2007.0,Export,Lebanon,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1000.0,,33.8750629,35.843409,26.8234472,18.1236723
2007,2007.0,Export,Lebanon,Malawi,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",933.0,,33.8750629,35.843409,-13.2687204,33.9301963
2007,2007.0,Export,Lebanon,Mali,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4220.0,,33.8750629,35.843409,16.3700359,-2.2900239
2007,2007.0,Export,Lebanon,Malta,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2294.0,,33.8750629,35.843409,35.8885993,14.4476911
2007,2007.0,Export,Lebanon,Mauritania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",152260.0,,33.8750629,35.843409,20.2540382,-9.2399263
2007,2007.0,Export,Lebanon,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4387.0,,33.8750629,35.843409,,
2007,2007.0,Export,Lebanon,Rep. of Moldova,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16127.0,,33.8750629,35.843409,,
2007,2007.0,Export,Lebanon,Morocco,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",7211.0,,33.8750629,35.843409,31.1728205,-7.3362482
2007,2007.0,Export,Lebanon,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",39406.0,,33.8750629,35.843409,21.0000287,57.0036901
2007,2007.0,Export,Lebanon,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3495.0,,33.8750629,35.843409,52.2434979,5.6343227
2007,2007.0,Export,Lebanon,Neth. Antilles,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",453.0,,33.8750629,35.843409,,
2007,2007.0,Export,Lebanon,Niger,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",28186.0,,33.8750629,35.843409,17.7356214,9.3238432
2007,2007.0,Export,Lebanon,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",627007.0,,33.8750629,35.843409,9.6000359,7.9999721
2007,2007.0,Export,Lebanon,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1884.0,,33.8750629,35.843409,60.5000209,9.0999715
2007,2007.0,Export,Lebanon,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",654.0,,33.8750629,35.843409,30.3308401,71.247499
2007,2007.0,Export,Lebanon,Peru,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",29465.0,,33.8750629,35.843409,-6.8699697,-75.0458515
2007,2007.0,Export,Lebanon,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",468.0,,33.8750629,35.843409,52.215933,19.134422
2007,2007.0,Export,Lebanon,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",24156.0,,33.8750629,35.843409,39.6621648,-8.1353519
2007,2007.0,Export,Lebanon,Guinea-Bissau,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",32555.0,,33.8750629,35.843409,12.100035,-14.9000214
2007,2007.0,Export,Lebanon,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",187472.0,,33.8750629,35.843409,25.3336984,51.2295295
2007,2007.0,Export,Lebanon,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",275.0,,33.8750629,35.843409,45.9852129,24.6859225
2007,2007.0,Export,Lebanon,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",12164.0,,33.8750629,35.843409,64.6863136,97.7453061
2007,2007.0,Export,Lebanon,Rwanda,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2590.0,,33.8750629,35.843409,-1.9646631,30.0644358
2007,2007.0,Export,Lebanon,Anguilla,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",110798.0,,33.8750629,35.843409,18.1954947,-63.0750234
2007,2007.0,Export,Lebanon,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1467621.0,,33.8750629,35.843409,25.6242618,42.3528328
2007,2007.0,Export,Lebanon,Senegal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21030.0,,33.8750629,35.843409,14.4750607,-14.4529612
2007,2007.0,Export,Lebanon,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",32871.0,,33.8750629,35.843409,44.1534121,20.55144
2007,2007.0,Export,Lebanon,Sierra Leone,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4968.0,,33.8750629,35.843409,8.6400349,-11.8400269
2007,2007.0,Export,Lebanon,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",34876.0,,33.8750629,35.843409,1.357107,103.8194992
2007,2007.0,Export,Lebanon,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10714.0,,33.8750629,35.843409,-28.8166236,24.991639
2007,2007.0,Export,Lebanon,Zimbabwe,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5.0,,33.8750629,35.843409,-18.4554963,29.7468414
2007,2007.0,Export,Lebanon,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",345450.0,,33.8750629,35.843409,39.3260685,-4.8379791
2007,2007.0,Export,Lebanon,Fmr Sudan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",108644.0,,33.8750629,35.843409,18.046398,34.41288
2007,2007.0,Export,Lebanon,Eswatini,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",28.0,,33.8750629,35.843409,-26.5624806,31.3991317
2007,2007.0,Export,Lebanon,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",32381.0,,33.8750629,35.843409,59.6749712,14.5208584
2007,2007.0,Export,Lebanon,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3932.0,,33.8750629,35.843409,46.7985624,8.2319736
2007,2007.0,Export,Lebanon,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4592.0,,33.8750629,35.843409,34.6401861,39.0494106
2007,2007.0,Export,Lebanon,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",16963.0,,33.8750629,35.843409,14.8971921,100.83273
2007,2007.0,Export,Lebanon,Togo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",33812.0,,33.8750629,35.843409,8.7800265,1.0199765
2007,2007.0,Export,Lebanon,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",139121.0,,33.8750629,35.843409,24.0002488,53.9994829
2007,2007.0,Export,Lebanon,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3851.0,,33.8750629,35.843409,33.8439408,9.400138
2007,2007.0,Export,Lebanon,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",49079.0,,33.8750629,35.843409,38.9597594,34.9249653
2007,2007.0,Export,Lebanon,Uganda,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",34514.0,,33.8750629,35.843409,1.5333554,32.2166578
2007,2007.0,Export,Lebanon,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",154451.0,,33.8750629,35.843409,26.2540493,29.2675469
2007,2007.0,Export,Lebanon,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",30488.0,,33.8750629,35.843409,54.7023545,-3.2765753
2007,2007.0,Export,Lebanon,United Rep. of Tanzania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",31555.0,,33.8750629,35.843409,,
2007,2007.0,Export,Lebanon,Bunkers,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",92071.0,,33.8750629,35.843409,42.18544695,-71.13717580263157
2007,2007.0,Export,Lebanon,Free Zones,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27541.0,,33.8750629,35.843409,5.57675525,-0.1653113957934536
2007,2007.0,Export,Lebanon,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",11210.0,,33.8750629,35.843409,39.7837304,-100.445882
2007,2007.0,Export,Lebanon,Burkina Faso,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",17956.0,,33.8750629,35.843409,12.0753083,-1.6880314
2007,2007.0,Export,Lebanon,Yemen,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",22764.0,,33.8750629,35.843409,16.3471243,47.8915271
2007,2007.0,Export,Lebanon,Zambia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",52951.0,,33.8750629,35.843409,-14.5189121,27.5589884
