yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Pakistan,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",95934830.0,,30.3308401,71.247499,-36.8535712,174.7456809
2011,2011.0,Export,Pakistan,Guatemala,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",826.0,,30.3308401,71.247499,15.5855545,-90.345759
2011,2011.0,Export,Pakistan,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",894176.0,,30.3308401,71.247499,22.350627,114.1849161
2011,2011.0,Export,Pakistan,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",91841.0,,30.3308401,71.247499,47.1817585,19.5060937
2011,2011.0,Export,Pakistan,Iceland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5693.0,,30.3308401,71.247499,64.9841821,-18.1059013
2011,2011.0,Export,Pakistan,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",980.0,,30.3308401,71.247499,-2.4833826,117.8902853
2011,2011.0,Export,Pakistan,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2783525.0,,30.3308401,71.247499,32.6475314,54.5643516
2011,2011.0,Export,Pakistan,Iraq,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21031.0,,30.3308401,71.247499,33.0955793,44.1749775
2011,2011.0,Export,Pakistan,Ireland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",64405.0,,30.3308401,71.247499,52.865196,-7.9794599
2011,2011.0,Export,Pakistan,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5597228.0,,30.3308401,71.247499,42.6384261,12.674297
2011,2011.0,Export,Pakistan,Jamaica,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1951.0,,30.3308401,71.247499,18.1850507,-77.3947693
2011,2011.0,Export,Pakistan,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",872396.0,,30.3308401,71.247499,36.5748441,139.2394179
2011,2011.0,Export,Pakistan,Kazakhstan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10373.0,,30.3308401,71.247499,48.1012954,66.7780818
2011,2011.0,Export,Pakistan,Jordan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1189414.0,,30.3308401,71.247499,31.1667049,36.941628
2011,2011.0,Export,Pakistan,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21483.0,,30.3308401,71.247499,1.4419683,38.4313975
2011,2011.0,Export,Pakistan,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1343233.0,,30.3308401,71.247499,,
2011,2011.0,Export,Pakistan,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",165332.0,,30.3308401,71.247499,29.2733964,47.4979476
2011,2011.0,Export,Pakistan,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",53179.0,,30.3308401,71.247499,33.8750629,35.843409
2011,2011.0,Export,Pakistan,Latvia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",755484.0,,30.3308401,71.247499,56.8406494,24.7537645
2011,2011.0,Export,Pakistan,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",724.0,,30.3308401,71.247499,26.8234472,18.1236723
2011,2011.0,Export,Pakistan,Lithuania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",78940.0,,30.3308401,71.247499,55.3500003,23.7499997
2011,2011.0,Export,Pakistan,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5387.0,,30.3308401,71.247499,49.8158683,6.1296751
2011,2011.0,Export,Pakistan,Madagascar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",70.0,,30.3308401,71.247499,-18.9249604,46.4416422
2011,2011.0,Export,Pakistan,Malawi,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",11468.0,,30.3308401,71.247499,-13.2687204,33.9301963
2011,2011.0,Export,Pakistan,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",114806.0,,30.3308401,71.247499,4.5693754,102.2656823
2011,2011.0,Export,Pakistan,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1442807.0,,30.3308401,71.247499,23.6585116,-102.0077097
2011,2011.0,Export,Pakistan,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",435242.0,,30.3308401,71.247499,,
2011,2011.0,Export,Pakistan,Rep. of Moldova,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5735.0,,30.3308401,71.247499,,
2011,2011.0,Export,Pakistan,Montserrat,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5713.0,,30.3308401,71.247499,16.7417041,-62.1916844
2011,2011.0,Export,Pakistan,Morocco,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",287444.0,,30.3308401,71.247499,31.1728205,-7.3362482
2011,2011.0,Export,Pakistan,Mozambique,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",176741.0,,30.3308401,71.247499,-19.302233,34.9144977
2011,2011.0,Export,Pakistan,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",65996.0,,30.3308401,71.247499,21.0000287,57.0036901
2011,2011.0,Export,Pakistan,Namibia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",6933.0,,30.3308401,71.247499,-23.2335499,17.3231107
2011,2011.0,Export,Pakistan,Nepal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1279.0,,30.3308401,71.247499,28.1083929,84.0917139
2011,2011.0,Export,Pakistan,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2174170.0,,30.3308401,71.247499,52.2434979,5.6343227
2011,2011.0,Export,Pakistan,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",124145.0,,30.3308401,71.247499,-41.5000831,172.8344077
2011,2011.0,Export,Pakistan,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21502.0,,30.3308401,71.247499,9.6000359,7.9999721
2011,2011.0,Export,Pakistan,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15137.0,,30.3308401,71.247499,60.5000209,9.0999715
2011,2011.0,Export,Pakistan,Panama,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",90587.0,,30.3308401,71.247499,8.559559,-81.1308434
2011,2011.0,Export,Pakistan,Peru,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",160864.0,,30.3308401,71.247499,-6.8699697,-75.0458515
2011,2011.0,Export,Pakistan,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27822.0,,30.3308401,71.247499,12.7503486,122.7312101
2011,2011.0,Export,Pakistan,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",714037.0,,30.3308401,71.247499,52.215933,19.134422
2011,2011.0,Export,Pakistan,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",104159.0,,30.3308401,71.247499,39.6621648,-8.1353519
2011,2011.0,Export,Pakistan,Timor-Leste,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",9596.0,,30.3308401,71.247499,-8.5151979,125.8375756
2011,2011.0,Export,Pakistan,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",2353.0,,30.3308401,71.247499,25.3336984,51.2295295
2011,2011.0,Export,Pakistan,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",97665.0,,30.3308401,71.247499,45.9852129,24.6859225
2011,2011.0,Export,Pakistan,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1911588.0,,30.3308401,71.247499,64.6863136,97.7453061
2011,2011.0,Export,Pakistan,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3789599.0,,30.3308401,71.247499,25.6242618,42.3528328
2011,2011.0,Export,Pakistan,Senegal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",10828.0,,30.3308401,71.247499,14.4750607,-14.4529612
2011,2011.0,Export,Pakistan,Serbia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27612.0,,30.3308401,71.247499,44.1534121,20.55144
2011,2011.0,Export,Pakistan,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",133103.0,,30.3308401,71.247499,22.3511148,78.6677428
2011,2011.0,Export,Pakistan,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",569363.0,,30.3308401,71.247499,1.357107,103.8194992
2011,2011.0,Export,Pakistan,Slovakia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",97016.0,,30.3308401,71.247499,48.7411522,19.4528646
2011,2011.0,Export,Pakistan,Viet Nam,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",171579.0,,30.3308401,71.247499,15.9266657,107.9650855
2011,2011.0,Export,Pakistan,Slovenia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1409.0,,30.3308401,71.247499,45.8133113,14.4808369
2011,2011.0,Export,Pakistan,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",919880.0,,30.3308401,71.247499,-28.8166236,24.991639
2011,2011.0,Export,Pakistan,Zimbabwe,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4657.0,,30.3308401,71.247499,-18.4554963,29.7468414
2011,2011.0,Export,Pakistan,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1395411.0,,30.3308401,71.247499,39.3260685,-4.8379791
2011,2011.0,Export,Pakistan,Fmr Sudan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5607.0,,30.3308401,71.247499,18.046398,34.41288
2011,2011.0,Export,Pakistan,Eswatini,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",768.0,,30.3308401,71.247499,-26.5624806,31.3991317
2011,2011.0,Export,Pakistan,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",450666.0,,30.3308401,71.247499,59.6749712,14.5208584
2011,2011.0,Export,Pakistan,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",334705.0,,30.3308401,71.247499,46.7985624,8.2319736
2011,2011.0,Export,Pakistan,Syria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1285.0,,30.3308401,71.247499,34.6401861,39.0494106
2011,2011.0,Export,Pakistan,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",254708.0,,30.3308401,71.247499,14.8971921,100.83273
2011,2011.0,Export,Pakistan,Trinidad and Tobago,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",602.0,,30.3308401,71.247499,10.7466905,-61.0840075
2011,2011.0,Export,Pakistan,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3745728.0,,30.3308401,71.247499,24.0002488,53.9994829
2011,2011.0,Export,Pakistan,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20717.0,,30.3308401,71.247499,33.8439408,9.400138
2011,2011.0,Export,Pakistan,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",578705.0,,30.3308401,71.247499,38.9597594,34.9249653
2011,2011.0,Export,Pakistan,Uganda,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",15998.0,,30.3308401,71.247499,1.5333554,32.2166578
2011,2011.0,Export,Pakistan,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",828721.0,,30.3308401,71.247499,49.4871968,31.2718321
2011,2011.0,Export,Pakistan,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",422278.0,,30.3308401,71.247499,26.2540493,29.2675469
2011,2011.0,Export,Pakistan,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",3397413.0,,30.3308401,71.247499,54.7023545,-3.2765753
2011,2011.0,Export,Pakistan,United Rep. of Tanzania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21506.0,,30.3308401,71.247499,,
2011,2011.0,Export,Pakistan,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",26179544.0,,30.3308401,71.247499,39.7837304,-100.445882
2011,2011.0,Export,Pakistan,Uruguay,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",5942.0,,30.3308401,71.247499,-32.8755548,-56.0201525
2011,2011.0,Export,Pakistan,Venezuela,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",374999.0,,30.3308401,71.247499,8.0018709,-66.1109318
2011,2011.0,Export,Pakistan,Yemen,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",529051.0,,30.3308401,71.247499,16.3471243,47.8915271
