yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2014,2014.0,Import,Morocco,World,4.0,Dairy produce; birds eggs; natural honey;,377072095.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2014,2014.0,Import,Morocco,Norway,4.0,Dairy produce; birds eggs; natural honey;,59628.0,,31.1728205,-7.3362482,60.5000209,9.0999715
2014,2014.0,Import,Morocco,Pakistan,4.0,Dairy produce; birds eggs; natural honey;,1238.0,,31.1728205,-7.3362482,30.3308401,71.247499
2014,2014.0,Import,Morocco,Paraguay,4.0,Dairy produce; birds eggs; natural honey;,406953.0,,31.1728205,-7.3362482,-23.3165935,-58.1693445
2014,2014.0,Import,Morocco,Poland,4.0,Dairy produce; birds eggs; natural honey;,14408642.0,,31.1728205,-7.3362482,52.215933,19.134422
2014,2014.0,Import,Morocco,Portugal,4.0,Dairy produce; birds eggs; natural honey;,4084209.0,,31.1728205,-7.3362482,39.6621648,-8.1353519
2014,2014.0,Import,Morocco,Saudi Arabia,4.0,Dairy produce; birds eggs; natural honey;,44.0,,31.1728205,-7.3362482,25.6242618,42.3528328
2014,2014.0,Import,Morocco,Sierra Leone,4.0,Dairy produce; birds eggs; natural honey;,118880.0,,31.1728205,-7.3362482,8.6400349,-11.8400269
2014,2014.0,Import,Morocco,India,4.0,Dairy produce; birds eggs; natural honey;,5294328.0,,31.1728205,-7.3362482,22.3511148,78.6677428
2014,2014.0,Import,Morocco,Spain,4.0,Dairy produce; birds eggs; natural honey;,3734211.0,,31.1728205,-7.3362482,39.3260685,-4.8379791
2014,2014.0,Import,Morocco,Switzerland,4.0,Dairy produce; birds eggs; natural honey;,3825899.0,,31.1728205,-7.3362482,46.7985624,8.2319736
2014,2014.0,Import,Morocco,United Arab Emirates,4.0,Dairy produce; birds eggs; natural honey;,18.0,,31.1728205,-7.3362482,24.0002488,53.9994829
2014,2014.0,Import,Morocco,Tunisia,4.0,Dairy produce; birds eggs; natural honey;,2421355.0,,31.1728205,-7.3362482,33.8439408,9.400138
2014,2014.0,Import,Morocco,Turkey,4.0,Dairy produce; birds eggs; natural honey;,217692.0,,31.1728205,-7.3362482,38.9597594,34.9249653
2014,2014.0,Import,Morocco,Egypt,4.0,Dairy produce; birds eggs; natural honey;,3092896.0,,31.1728205,-7.3362482,26.2540493,29.2675469
2014,2014.0,Import,Morocco,United Kingdom,4.0,Dairy produce; birds eggs; natural honey;,1330853.0,,31.1728205,-7.3362482,54.7023545,-3.2765753
2014,2014.0,Import,Morocco,USA,4.0,Dairy produce; birds eggs; natural honey;,103793068.0,,31.1728205,-7.3362482,39.7837304,-100.445882
2014,2014.0,Import,Morocco,Uruguay,4.0,Dairy produce; birds eggs; natural honey;,2948766.0,,31.1728205,-7.3362482,-32.8755548,-56.0201525
