yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2011,2011.0,Export,Qatar,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",4995826.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2011,2011.0,Export,Qatar,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",13891.0,,25.3336984,51.2295295,36.5748441,139.2394179
2011,2011.0,Export,Qatar,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",103253.0,,25.3336984,51.2295295,,
2011,2011.0,Export,Qatar,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",142380.0,,25.3336984,51.2295295,29.2733964,47.4979476
2011,2011.0,Export,Qatar,Lebanon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",88121.0,,25.3336984,51.2295295,33.8750629,35.843409
2011,2011.0,Export,Qatar,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",54578.0,,25.3336984,51.2295295,26.8234472,18.1236723
2011,2011.0,Export,Qatar,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",20555.0,,25.3336984,51.2295295,4.5693754,102.2656823
2011,2011.0,Export,Qatar,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",49648.0,,25.3336984,51.2295295,23.6585116,-102.0077097
2011,2011.0,Export,Qatar,Oman,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",38433.0,,25.3336984,51.2295295,21.0000287,57.0036901
2011,2011.0,Export,Qatar,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",25340.0,,25.3336984,51.2295295,52.2434979,5.6343227
2011,2011.0,Export,Qatar,New Zealand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",108170.0,,25.3336984,51.2295295,-41.5000831,172.8344077
2011,2011.0,Export,Qatar,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",32485.0,,25.3336984,51.2295295,60.5000209,9.0999715
2011,2011.0,Export,Qatar,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",90252.0,,25.3336984,51.2295295,30.3308401,71.247499
2011,2011.0,Export,Qatar,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",400671.0,,25.3336984,51.2295295,25.6242618,42.3528328
2011,2011.0,Export,Qatar,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",41488.0,,25.3336984,51.2295295,22.3511148,78.6677428
2011,2011.0,Export,Qatar,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",88015.0,,25.3336984,51.2295295,1.357107,103.8194992
2011,2011.0,Export,Qatar,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",129527.0,,25.3336984,51.2295295,39.3260685,-4.8379791
2011,2011.0,Export,Qatar,Fmr Sudan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",275.0,,25.3336984,51.2295295,18.046398,34.41288
2011,2011.0,Export,Qatar,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",200310.0,,25.3336984,51.2295295,46.7985624,8.2319736
2011,2011.0,Export,Qatar,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",23684.0,,25.3336984,51.2295295,14.8971921,100.83273
2011,2011.0,Export,Qatar,Trinidad and Tobago,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",14755.0,,25.3336984,51.2295295,10.7466905,-61.0840075
2011,2011.0,Export,Qatar,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",1294483.0,,25.3336984,51.2295295,24.0002488,53.9994829
2011,2011.0,Export,Qatar,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",27407.0,,25.3336984,51.2295295,38.9597594,34.9249653
2011,2011.0,Export,Qatar,Turkmenistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",152282.0,,25.3336984,51.2295295,39.3763807,59.3924609
2011,2011.0,Export,Qatar,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",21003.0,,25.3336984,51.2295295,26.2540493,29.2675469
2011,2011.0,Export,Qatar,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",210825.0,,25.3336984,51.2295295,54.7023545,-3.2765753
2011,2011.0,Export,Qatar,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal",194763.0,,25.3336984,51.2295295,39.7837304,-100.445882
