yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2019,2019,Re-Export,Kuwait,World,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8309906,,,-36.8535712,174.7456809
2019,2019,Re-Export,Kuwait,Mexico,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",65586,,,23.6585116,-102.0077097
2019,2019,Re-Export,Kuwait,Morocco,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",42626,,,31.1728205,-7.3362482
2019,2019,Re-Export,Kuwait,Oman,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",125427,,,21.0000287,57.0036901
2019,2019,Re-Export,Kuwait,Netherlands,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11371,,,52.2434979,5.6343227
2019,2019,Re-Export,Kuwait,Nigeria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",110298,,,9.6000359,7.9999721
2019,2019,Re-Export,Kuwait,Norway,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21214,,,60.5000209,9.0999715
2019,2019,Re-Export,Kuwait,Pakistan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",51233,,,30.3308401,71.247499
2019,2019,Re-Export,Kuwait,Philippines,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",45362,,,12.7503486,122.7312101
2019,2019,Re-Export,Kuwait,Qatar,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",990200,,,25.3336984,51.2295295
2019,2019,Re-Export,Kuwait,Romania,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",25170,,,45.9852129,24.6859225
2019,2019,Re-Export,Kuwait,Russian Federation,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",55520,,,64.6863136,97.7453061
2019,2019,Re-Export,Kuwait,Saudi Arabia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1800291,,,25.6242618,42.3528328
2019,2019,Re-Export,Kuwait,India,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",19439,,,22.3511148,78.6677428
2019,2019,Re-Export,Kuwait,Singapore,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",40696,,,1.357107,103.8194992
2019,2019,Re-Export,Kuwait,Viet Nam,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7974,,,15.9266657,107.9650855
2019,2019,Re-Export,Kuwait,South Africa,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12978,,,-28.8166236,24.991639
2019,2019,Re-Export,Kuwait,Spain,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",67737,,,39.3260685,-4.8379791
2019,2019,Re-Export,Kuwait,Sudan,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",50702,,,14.5844444,29.4917691
2019,2019,Re-Export,Kuwait,Switzerland,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14208,,,46.7985624,8.2319736
2019,2019,Re-Export,Kuwait,Syria,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15408,,,34.6401861,39.0494106
2019,2019,Re-Export,Kuwait,Thailand,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",24956,,,14.8971921,100.83273
2019,2019,Re-Export,Kuwait,United Arab Emirates,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",925036,,,24.0002488,53.9994829
2019,2019,Re-Export,Kuwait,Tunisia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18337,,,33.8439408,9.400138
2019,2019,Re-Export,Kuwait,Turkey,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",134113,,,38.9597594,34.9249653
2019,2019,Re-Export,Kuwait,Egypt,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",465263,,,26.2540493,29.2675469
2019,2019,Re-Export,Kuwait,United Kingdom,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",53880,,,54.7023545,-3.2765753
2019,2019,Re-Export,Kuwait,USA,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1372031,,,,
