yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2021,2021,Import,Qatar,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",55525105,25.3336984,51.2295295,-36.8535712,174.7456809
2021,2021,Import,Qatar,Poland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1189554,25.3336984,51.2295295,52.215933,19.134422
2021,2021,Import,Qatar,Portugal,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",16918,25.3336984,51.2295295,39.6621648,-8.1353519
2021,2021,Import,Qatar,Russian Federation,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",174312,25.3336984,51.2295295,64.6863136,97.7453061
2021,2021,Import,Qatar,India,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",756740,25.3336984,51.2295295,22.3511148,78.6677428
2021,2021,Import,Qatar,Singapore,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",671040,25.3336984,51.2295295,1.357107,103.8194992
2021,2021,Import,Qatar,Viet Nam,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",892011,25.3336984,51.2295295,15.9266657,107.9650855
2021,2021,Import,Qatar,South Africa,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",92341,25.3336984,51.2295295,-28.8166236,24.991639
2021,2021,Import,Qatar,Spain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",190314,25.3336984,51.2295295,39.3260685,-4.8379791
2021,2021,Import,Qatar,Thailand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",9385619,25.3336984,51.2295295,14.8971921,100.83273
2021,2021,Import,Qatar,Tunisia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",370208,25.3336984,51.2295295,33.8439408,9.400138
2021,2021,Import,Qatar,Turkey,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",9117460,25.3336984,51.2295295,38.9597594,34.9249653
2021,2021,Import,Qatar,United Kingdom,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",506467,25.3336984,51.2295295,54.7023545,-3.2765753
2021,2021,Import,Qatar,USA,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",887053,25.3336984,51.2295295,,
2021,2021,Import,Qatar,Uruguay,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",228264,25.3336984,51.2295295,-32.8755548,-56.0201525
2021,2021,Import,Qatar,Yemen,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",91256,25.3336984,51.2295295,16.3471243,47.8915271
