yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Export,Bahrain,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",497287419.0,,26.1551249,50.5344606,-36.8535712,174.7456809
2019,2019.0,Export,Bahrain,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7978.0,,26.1551249,50.5344606,39.6621648,-8.1353519
2019,2019.0,Export,Bahrain,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13297.0,,26.1551249,50.5344606,64.6863136,97.7453061
2019,2019.0,Export,Bahrain,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",149941394.0,,26.1551249,50.5344606,25.6242618,42.3528328
2019,2019.0,Export,Bahrain,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6648.0,,26.1551249,50.5344606,8.6400349,-11.8400269
2019,2019.0,Export,Bahrain,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",380857.0,,26.1551249,50.5344606,22.3511148,78.6677428
2019,2019.0,Export,Bahrain,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",18593547.0,,26.1551249,50.5344606,1.357107,103.8194992
2019,2019.0,Export,Bahrain,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",150.0,,26.1551249,50.5344606,45.8133113,14.4808369
2019,2019.0,Export,Bahrain,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7978.0,,26.1551249,50.5344606,8.3676771,49.083416
2019,2019.0,Export,Bahrain,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5319.0,,26.1551249,50.5344606,-28.8166236,24.991639
2019,2019.0,Export,Bahrain,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",172895.0,,26.1551249,50.5344606,39.3260685,-4.8379791
2019,2019.0,Export,Bahrain,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6390049.0,,26.1551249,50.5344606,14.5844444,29.4917691
2019,2019.0,Export,Bahrain,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45744.0,,26.1551249,50.5344606,34.6401861,39.0494106
2019,2019.0,Export,Bahrain,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",331308.0,,26.1551249,50.5344606,14.8971921,100.83273
2019,2019.0,Export,Bahrain,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",88384523.0,,26.1551249,50.5344606,24.0002488,53.9994829
2019,2019.0,Export,Bahrain,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",473765.0,,26.1551249,50.5344606,33.8439408,9.400138
2019,2019.0,Export,Bahrain,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",143869.0,,26.1551249,50.5344606,38.9597594,34.9249653
2019,2019.0,Export,Bahrain,Turkmenistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9308.0,,26.1551249,50.5344606,39.3763807,59.3924609
2019,2019.0,Export,Bahrain,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10042.0,,26.1551249,50.5344606,49.4871968,31.2718321
2019,2019.0,Export,Bahrain,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7404243.0,,26.1551249,50.5344606,26.2540493,29.2675469
2019,2019.0,Export,Bahrain,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3858809.0,,26.1551249,50.5344606,54.7023545,-3.2765753
2019,2019.0,Export,Bahrain,United Rep. of Tanzania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",715552.0,,26.1551249,50.5344606,,
2019,2019.0,Export,Bahrain,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1736586.0,,26.1551249,50.5344606,5.57675525,-0.1653113957934536
2019,2019.0,Export,Bahrain,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3242344.0,,26.1551249,50.5344606,39.7837304,-100.445882
2019,2019.0,Export,Bahrain,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2169734.0,,26.1551249,50.5344606,16.3471243,47.8915271
2019,2019.0,Export,Bahrain,"Areas, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7978.0,,26.1551249,50.5344606,,
