yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue_export,rtLat,rtLon,ptLat_export,ptLon_export,mid,TradeValue_import,ptLat_import,ptLon_import
2020.0,2020.0,Export,Comoros,World,61.0,Apparel and clothing accessories; knitted or crocheted,8296.0,,,-36.8535712,174.7456809,612020Comoros,491890.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,62.0,Apparel and clothing accessories; not knitted or crocheted,19157.0,,,-36.8535712,174.7456809,622020Comoros,1296927.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,64.0,Footwear; gaiters and the like; parts of such articles,39437.0,,,-36.8535712,174.7456809,642020Comoros,1594336.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,69.0,Ceramic products,1025.0,,,-36.8535712,174.7456809,692020Comoros,4709730.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,70.0,Glass and glassware,3168.0,,,-36.8535712,174.7456809,702020Comoros,358908.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,71.0,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",3099.0,,,-36.8535712,174.7456809,712020Comoros,7428.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,72.0,Iron and steel,252718.0,,,-36.8535712,174.7456809,722020Comoros,14709921.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,73.0,Iron or steel articles,60452.0,,,-36.8535712,174.7456809,732020Comoros,2303542.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,76.0,Aluminium and articles thereof,54120.0,,,-36.8535712,174.7456809,762020Comoros,890446.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",14399.0,,,-36.8535712,174.7456809,822020Comoros,340287.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,83.0,Metal; miscellaneous products of base metal,1709.0,,,-36.8535712,174.7456809,832020Comoros,211428.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,84.0,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",434244.0,,,-36.8535712,174.7456809,842020Comoros,5836458.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,85.0,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",67355.0,,,-36.8535712,174.7456809,852020Comoros,10035737.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,86.0,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",39926.0,,,-36.8535712,174.7456809,862020Comoros,226274.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",112272.0,,,-36.8535712,174.7456809,872020Comoros,28327754.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,89.0,"Ships, boats and floating structures",14543.0,,,-36.8535712,174.7456809,892020Comoros,46907.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,90.0,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",6471.0,,,-36.8535712,174.7456809,902020Comoros,1241599.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,92.0,Musical instruments; parts and accessories of such articles,1253.0,,,-36.8535712,174.7456809,922020Comoros,13460.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,94.0,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",24567.0,,,-36.8535712,174.7456809,942020Comoros,3601453.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,95.0,"Toys, games and sports requisites; parts and accessories thereof",10883.0,,,-36.8535712,174.7456809,952020Comoros,140931.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,96.0,Miscellaneous manufactured articles,936507.0,,,-36.8535712,174.7456809,962020Comoros,3191464.0,-36.8535712,174.7456809
2020.0,2020.0,Export,Comoros,World,97.0,Works of art; collectors' pieces and antiques,3988.0,,,-36.8535712,174.7456809,972020Comoros,10007.0,-36.8535712,174.7456809
