yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2018,2018,Import,Oman,World,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",41911210,,,-36.8535712,174.7456809
2018,2018,Import,Oman,Morocco,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",39976,,,31.1728205,-7.3362482
2018,2018,Import,Oman,Netherlands,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",49191,,,52.2434979,5.6343227
2018,2018,Import,Oman,Norway,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1609,,,60.5000209,9.0999715
2018,2018,Import,Oman,Pakistan,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",864494,,,30.3308401,71.247499
2018,2018,Import,Oman,Philippines,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",465373,,,12.7503486,122.7312101
2018,2018,Import,Oman,Qatar,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",131341,,,25.3336984,51.2295295
2018,2018,Import,Oman,Saudi Arabia,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1826473,,,25.6242618,42.3528328
2018,2018,Import,Oman,India,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",74309,,,22.3511148,78.6677428
2018,2018,Import,Oman,Singapore,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",706514,,,1.357107,103.8194992
2018,2018,Import,Oman,Viet Nam,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",311131,,,15.9266657,107.9650855
2018,2018,Import,Oman,Spain,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3903,,,39.3260685,-4.8379791
2018,2018,Import,Oman,Sweden,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",3695,,,59.6749712,14.5208584
2018,2018,Import,Oman,Switzerland,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",154777,,,46.7985624,8.2319736
2018,2018,Import,Oman,Thailand,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",4349175,,,14.8971921,100.83273
2018,2018,Import,Oman,United Arab Emirates,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",22766200,,,24.0002488,53.9994829
2018,2018,Import,Oman,Turkey,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",372821,,,38.9597594,34.9249653
2018,2018,Import,Oman,Egypt,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",23482,,,26.2540493,29.2675469
2018,2018,Import,Oman,United Kingdom,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",249022,,,54.7023545,-3.2765753
2018,2018,Import,Oman,USA,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",99765,,,,
2018,2018,Import,Oman,Yemen,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1152106,,,16.3471243,47.8915271
