yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2020,2020.0,Export,Oman,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",11366646.0,,21.0000287,57.0036901,-36.8535712,174.7456809
2020,2020.0,Export,Oman,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",322866.0,,21.0000287,57.0036901,51.1638175,10.4478313
2020,2020.0,Export,Oman,Greece,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",730.0,,21.0000287,57.0036901,38.9953683,21.9877132
2020,2020.0,Export,Oman,"China, Hong Kong SAR",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",198431.0,,21.0000287,57.0036901,22.350627,114.1849161
2020,2020.0,Export,Oman,Indonesia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",127690.0,,21.0000287,57.0036901,-2.4833826,117.8902853
2020,2020.0,Export,Oman,Iran,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",63893.0,,21.0000287,57.0036901,32.6475314,54.5643516
2020,2020.0,Export,Oman,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",109.0,,21.0000287,57.0036901,42.6384261,12.674297
2020,2020.0,Export,Oman,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",108109.0,,21.0000287,57.0036901,36.5748441,139.2394179
2020,2020.0,Export,Oman,Kenya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",6153.0,,21.0000287,57.0036901,1.4419683,38.4313975
2020,2020.0,Export,Oman,Rep. of Korea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",23464.0,,21.0000287,57.0036901,,
2020,2020.0,Export,Oman,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",94743.0,,21.0000287,57.0036901,29.2733964,47.4979476
2020,2020.0,Export,Oman,Malaysia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1503.0,,21.0000287,57.0036901,4.5693754,102.2656823
2020,2020.0,Export,Oman,Maldives,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",40933.0,,21.0000287,57.0036901,3.7203503,73.2244152
2020,2020.0,Export,Oman,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3625.0,,21.0000287,57.0036901,23.6585116,-102.0077097
2020,2020.0,Export,Oman,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1274.0,,21.0000287,57.0036901,52.2434979,5.6343227
2020,2020.0,Export,Oman,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",322.0,,21.0000287,57.0036901,9.6000359,7.9999721
2020,2020.0,Export,Oman,Norway,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",85446.0,,21.0000287,57.0036901,60.5000209,9.0999715
2020,2020.0,Export,Oman,Pakistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",46241.0,,21.0000287,57.0036901,30.3308401,71.247499
2020,2020.0,Export,Oman,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",16707.0,,21.0000287,57.0036901,52.215933,19.134422
2020,2020.0,Export,Oman,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4122309.0,,21.0000287,57.0036901,25.3336984,51.2295295
2020,2020.0,Export,Oman,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",530.0,,21.0000287,57.0036901,45.9852129,24.6859225
2020,2020.0,Export,Oman,Russian Federation,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",75958.0,,21.0000287,57.0036901,64.6863136,97.7453061
2020,2020.0,Export,Oman,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",307107.0,,21.0000287,57.0036901,25.6242618,42.3528328
2020,2020.0,Export,Oman,Seychelles,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13240.0,,21.0000287,57.0036901,-4.6574977,55.4540146
2020,2020.0,Export,Oman,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",244158.0,,21.0000287,57.0036901,22.3511148,78.6677428
2020,2020.0,Export,Oman,Singapore,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",30798.0,,21.0000287,57.0036901,1.357107,103.8194992
2020,2020.0,Export,Oman,Somalia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",118512.0,,21.0000287,57.0036901,8.3676771,49.083416
2020,2020.0,Export,Oman,Sudan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",280.0,,21.0000287,57.0036901,14.5844444,29.4917691
2020,2020.0,Export,Oman,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",12098.0,,21.0000287,57.0036901,59.6749712,14.5208584
2020,2020.0,Export,Oman,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",101.0,,21.0000287,57.0036901,46.7985624,8.2319736
2020,2020.0,Export,Oman,Thailand,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",509.0,,21.0000287,57.0036901,14.8971921,100.83273
2020,2020.0,Export,Oman,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2984111.0,,21.0000287,57.0036901,24.0002488,53.9994829
2020,2020.0,Export,Oman,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15139.0,,21.0000287,57.0036901,38.9597594,34.9249653
2020,2020.0,Export,Oman,Ukraine,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",200.0,,21.0000287,57.0036901,49.4871968,31.2718321
2020,2020.0,Export,Oman,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",104434.0,,21.0000287,57.0036901,26.2540493,29.2675469
2020,2020.0,Export,Oman,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",231820.0,,21.0000287,57.0036901,54.7023545,-3.2765753
2020,2020.0,Export,Oman,United Rep. of Tanzania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4130.0,,21.0000287,57.0036901,,
2020,2020.0,Export,Oman,Free Zones,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",123854.0,,21.0000287,57.0036901,5.57675525,-0.1653113957934536
2020,2020.0,Export,Oman,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",768902.0,,21.0000287,57.0036901,39.7837304,-100.445882
2020,2020.0,Export,Oman,Yemen,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",542582.0,,21.0000287,57.0036901,16.3471243,47.8915271
