yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2015,2015.0,Export,Morocco,World,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2879356.0,,31.1728205,-7.3362482,-36.8535712,174.7456809
2015,2015.0,Export,Morocco,Congo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21360.0,,31.1728205,-7.3362482,-2.9814344,23.8222636
2015,2015.0,Export,Morocco,Dem. Rep. of the Congo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",26092.0,,31.1728205,-7.3362482,,
2015,2015.0,Export,Morocco,Czechia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17.0,,31.1728205,-7.3362482,49.7439047,15.3381061
2015,2015.0,Export,Morocco,Benin,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",399.0,,31.1728205,-7.3362482,9.5293472,2.2584408
2015,2015.0,Export,Morocco,Equatorial Guinea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",125567.0,,31.1728205,-7.3362482,1.613172,10.5170357
2015,2015.0,Export,Morocco,France,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",417796.0,,31.1728205,-7.3362482,46.603354,1.8883335
2015,2015.0,Export,Morocco,Gabon,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",27621.0,,31.1728205,-7.3362482,-0.8999695,11.6899699
2015,2015.0,Export,Morocco,Germany,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",41718.0,,31.1728205,-7.3362482,51.1638175,10.4478313
2015,2015.0,Export,Morocco,Ghana,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3293.0,,31.1728205,-7.3362482,8.0300284,-1.0800271
2015,2015.0,Export,Morocco,Gibraltar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",15.0,,31.1728205,-7.3362482,36.1285933,-5.3474761
2015,2015.0,Export,Morocco,Guinea,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",39186.0,,31.1728205,-7.3362482,10.7226226,-10.7083587
2015,2015.0,Export,Morocco,Hungary,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",690.0,,31.1728205,-7.3362482,47.1817585,19.5060937
2015,2015.0,Export,Morocco,Italy,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21126.0,,31.1728205,-7.3362482,42.6384261,12.674297
2015,2015.0,Export,Morocco,Côte d'Ivoire,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",87357.0,,31.1728205,-7.3362482,7.9897371,-5.5679458
2015,2015.0,Export,Morocco,Japan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",90.0,,31.1728205,-7.3362482,36.5748441,139.2394179
2015,2015.0,Export,Morocco,Kuwait,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",57.0,,31.1728205,-7.3362482,29.2733964,47.4979476
2015,2015.0,Export,Morocco,Libya,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",19245.0,,31.1728205,-7.3362482,26.8234472,18.1236723
2015,2015.0,Export,Morocco,Luxembourg,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",5822.0,,31.1728205,-7.3362482,49.8158683,6.1296751
2015,2015.0,Export,Morocco,Mali,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",77544.0,,31.1728205,-7.3362482,16.3700359,-2.2900239
2015,2015.0,Export,Morocco,Mauritania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",334582.0,,31.1728205,-7.3362482,20.2540382,-9.2399263
2015,2015.0,Export,Morocco,Mexico,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",151.0,,31.1728205,-7.3362482,23.6585116,-102.0077097
2015,2015.0,Export,Morocco,"Other Asia, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",17.0,,31.1728205,-7.3362482,,
2015,2015.0,Export,Morocco,Netherlands,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",68446.0,,31.1728205,-7.3362482,52.2434979,5.6343227
2015,2015.0,Export,Morocco,Niger,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",7114.0,,31.1728205,-7.3362482,17.7356214,9.3238432
2015,2015.0,Export,Morocco,Nigeria,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",9304.0,,31.1728205,-7.3362482,9.6000359,7.9999721
2015,2015.0,Export,Morocco,Philippines,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",61.0,,31.1728205,-7.3362482,12.7503486,122.7312101
2015,2015.0,Export,Morocco,Poland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",243303.0,,31.1728205,-7.3362482,52.215933,19.134422
2015,2015.0,Export,Morocco,Portugal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",21685.0,,31.1728205,-7.3362482,39.6621648,-8.1353519
2015,2015.0,Export,Morocco,Qatar,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1381.0,,31.1728205,-7.3362482,25.3336984,51.2295295
2015,2015.0,Export,Morocco,Romania,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",65491.0,,31.1728205,-7.3362482,45.9852129,24.6859225
2015,2015.0,Export,Morocco,Saudi Arabia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",215.0,,31.1728205,-7.3362482,25.6242618,42.3528328
2015,2015.0,Export,Morocco,Senegal,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",49191.0,,31.1728205,-7.3362482,14.4750607,-14.4529612
2015,2015.0,Export,Morocco,India,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",22425.0,,31.1728205,-7.3362482,22.3511148,78.6677428
2015,2015.0,Export,Morocco,South Africa,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",44.0,,31.1728205,-7.3362482,-28.8166236,24.991639
2015,2015.0,Export,Morocco,Spain,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",864233.0,,31.1728205,-7.3362482,39.3260685,-4.8379791
2015,2015.0,Export,Morocco,Sudan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",52671.0,,31.1728205,-7.3362482,14.5844444,29.4917691
2015,2015.0,Export,Morocco,Sweden,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",59414.0,,31.1728205,-7.3362482,59.6749712,14.5208584
2015,2015.0,Export,Morocco,Switzerland,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",49.0,,31.1728205,-7.3362482,46.7985624,8.2319736
2015,2015.0,Export,Morocco,Togo,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",891.0,,31.1728205,-7.3362482,8.7800265,1.0199765
2015,2015.0,Export,Morocco,United Arab Emirates,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2781.0,,31.1728205,-7.3362482,24.0002488,53.9994829
2015,2015.0,Export,Morocco,Tunisia,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",8455.0,,31.1728205,-7.3362482,33.8439408,9.400138
2015,2015.0,Export,Morocco,Turkey,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",440.0,,31.1728205,-7.3362482,38.9597594,34.9249653
2015,2015.0,Export,Morocco,Egypt,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2425.0,,31.1728205,-7.3362482,26.2540493,29.2675469
2015,2015.0,Export,Morocco,United Kingdom,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",18010.0,,31.1728205,-7.3362482,54.7023545,-3.2765753
2015,2015.0,Export,Morocco,USA,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",3148.0,,31.1728205,-7.3362482,39.7837304,-100.445882
2015,2015.0,Export,Morocco,Burkina Faso,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",23402.0,,31.1728205,-7.3362482,12.0753083,-1.6880314
2015,2015.0,Export,Morocco,Uzbekistan,82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",13.0,,31.1728205,-7.3362482,41.32373,63.9528098
2015,2015.0,Export,Morocco,"Areas, nes",82.0,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4132.0,,31.1728205,-7.3362482,,
