yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2019,2019.0,Re-Export,Kuwait,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1093608686.0,,29.2733964,47.4979476,-36.8535712,174.7456809
2019,2019.0,Re-Export,Kuwait,Lithuania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",82353.0,,29.2733964,47.4979476,55.3500003,23.7499997
2019,2019.0,Re-Export,Kuwait,Mauritania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41178.0,,29.2733964,47.4979476,20.2540382,-9.2399263
2019,2019.0,Re-Export,Kuwait,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10916.0,,29.2733964,47.4979476,,
2019,2019.0,Re-Export,Kuwait,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79479.0,,29.2733964,47.4979476,31.1728205,-7.3362482
2019,2019.0,Re-Export,Kuwait,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3918122.0,,29.2733964,47.4979476,21.0000287,57.0036901
2019,2019.0,Re-Export,Kuwait,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2432239.0,,29.2733964,47.4979476,52.2434979,5.6343227
2019,2019.0,Re-Export,Kuwait,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8248.0,,29.2733964,47.4979476,-41.5000831,172.8344077
2019,2019.0,Re-Export,Kuwait,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25143285.0,,29.2733964,47.4979476,9.6000359,7.9999721
2019,2019.0,Re-Export,Kuwait,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59304.0,,29.2733964,47.4979476,30.3308401,71.247499
2019,2019.0,Re-Export,Kuwait,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5843.0,,29.2733964,47.4979476,8.559559,-81.1308434
2019,2019.0,Re-Export,Kuwait,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69203.0,,29.2733964,47.4979476,12.7503486,122.7312101
2019,2019.0,Re-Export,Kuwait,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34119.0,,29.2733964,47.4979476,52.215933,19.134422
2019,2019.0,Re-Export,Kuwait,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6589.0,,29.2733964,47.4979476,39.6621648,-8.1353519
2019,2019.0,Re-Export,Kuwait,Qatar,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25543629.0,,29.2733964,47.4979476,25.3336984,51.2295295
2019,2019.0,Re-Export,Kuwait,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",450423.0,,29.2733964,47.4979476,45.9852129,24.6859225
2019,2019.0,Re-Export,Kuwait,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",86212.0,,29.2733964,47.4979476,64.6863136,97.7453061
2019,2019.0,Re-Export,Kuwait,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",90338120.0,,29.2733964,47.4979476,25.6242618,42.3528328
2019,2019.0,Re-Export,Kuwait,Senegal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",271612.0,,29.2733964,47.4979476,14.4750607,-14.4529612
2019,2019.0,Re-Export,Kuwait,Sierra Leone,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41184.0,,29.2733964,47.4979476,8.6400349,-11.8400269
2019,2019.0,Re-Export,Kuwait,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2254800.0,,29.2733964,47.4979476,22.3511148,78.6677428
2019,2019.0,Re-Export,Kuwait,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1092179.0,,29.2733964,47.4979476,1.357107,103.8194992
2019,2019.0,Re-Export,Kuwait,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",74456.0,,29.2733964,47.4979476,45.8133113,14.4808369
2019,2019.0,Re-Export,Kuwait,Somalia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22841.0,,29.2733964,47.4979476,8.3676771,49.083416
2019,2019.0,Re-Export,Kuwait,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41664046.0,,29.2733964,47.4979476,-28.8166236,24.991639
2019,2019.0,Re-Export,Kuwait,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",206506.0,,29.2733964,47.4979476,39.3260685,-4.8379791
2019,2019.0,Re-Export,Kuwait,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9152177.0,,29.2733964,47.4979476,14.5844444,29.4917691
2019,2019.0,Re-Export,Kuwait,Eswatini,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24678.0,,29.2733964,47.4979476,-26.5624806,31.3991317
2019,2019.0,Re-Export,Kuwait,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4936.0,,29.2733964,47.4979476,59.6749712,14.5208584
2019,2019.0,Re-Export,Kuwait,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",502113.0,,29.2733964,47.4979476,46.7985624,8.2319736
2019,2019.0,Re-Export,Kuwait,Syria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",659673.0,,29.2733964,47.4979476,34.6401861,39.0494106
2019,2019.0,Re-Export,Kuwait,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",194.0,,29.2733964,47.4979476,14.8971921,100.83273
2019,2019.0,Re-Export,Kuwait,Togo,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",141447.0,,29.2733964,47.4979476,8.7800265,1.0199765
2019,2019.0,Re-Export,Kuwait,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47834536.0,,29.2733964,47.4979476,24.0002488,53.9994829
2019,2019.0,Re-Export,Kuwait,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",954648.0,,29.2733964,47.4979476,33.8439408,9.400138
2019,2019.0,Re-Export,Kuwait,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48486.0,,29.2733964,47.4979476,38.9597594,34.9249653
2019,2019.0,Re-Export,Kuwait,Uganda,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1228.0,,29.2733964,47.4979476,1.5333554,32.2166578
2019,2019.0,Re-Export,Kuwait,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",234875.0,,29.2733964,47.4979476,49.4871968,31.2718321
2019,2019.0,Re-Export,Kuwait,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11799301.0,,29.2733964,47.4979476,26.2540493,29.2675469
2019,2019.0,Re-Export,Kuwait,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1922630.0,,29.2733964,47.4979476,54.7023545,-3.2765753
2019,2019.0,Re-Export,Kuwait,Free Zones,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28896.0,,29.2733964,47.4979476,5.57675525,-0.1653113957934536
2019,2019.0,Re-Export,Kuwait,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4759078.0,,29.2733964,47.4979476,39.7837304,-100.445882
2019,2019.0,Re-Export,Kuwait,Venezuela,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12005.0,,29.2733964,47.4979476,8.0018709,-66.1109318
2019,2019.0,Re-Export,Kuwait,Yemen,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7109760.0,,29.2733964,47.4979476,16.3471243,47.8915271
