yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Re-Export,Qatar,World,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",701250399,25.3336984,51.2295295,-36.8535712,174.7456809
2016,2016,Re-Export,Qatar,Brunei Darussalam,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",73626,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Bulgaria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",201880,25.3336984,51.2295295,42.6073975,25.4856617
2016,2016,Re-Export,Qatar,Myanmar,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76674,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Cambodia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",17857,25.3336984,51.2295295,12.5433216,104.8144914
2016,2016,Re-Export,Qatar,Cameroon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24972,25.3336984,51.2295295,4.6125522,13.1535811
2016,2016,Re-Export,Qatar,Canada,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",242534,25.3336984,51.2295295,61.0666922,-107.991707
2016,2016,Re-Export,Qatar,Sri Lanka,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",78420,25.3336984,51.2295295,7.5554942,80.7137847
2016,2016,Re-Export,Qatar,Chad,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",222716,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Chile,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",653193,25.3336984,51.2295295,-31.7613365,-71.3187697
2016,2016,Re-Export,Qatar,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",131440728,25.3336984,51.2295295,35.000074,104.999927
2016,2016,Re-Export,Qatar,Comoros,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13736,25.3336984,51.2295295,-12.2045176,44.2832964
2016,2016,Re-Export,Qatar,Croatia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35714,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Cyprus,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47070,25.3336984,51.2295295,34.9823018,33.1451285
2016,2016,Re-Export,Qatar,Czechia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",180367,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Benin,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53571,25.3336984,51.2295295,9.5293472,2.2584408
2016,2016,Re-Export,Qatar,Denmark,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",102527,25.3336984,51.2295295,55.670249,10.3333283
2016,2016,Re-Export,Qatar,Ecuador,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30219,25.3336984,51.2295295,-1.3397668,-79.3666965
2016,2016,Re-Export,Qatar,Ethiopia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",767669,25.3336984,51.2295295,10.2116702,38.6521203
2016,2016,Re-Export,Qatar,Finland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",668109,25.3336984,51.2295295,63.2467777,25.9209164
2016,2016,Re-Export,Qatar,France,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3357808,25.3336984,51.2295295,46.603354,1.8883335
2016,2016,Re-Export,Qatar,Djibouti,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26648,25.3336984,51.2295295,11.8145966,42.8453061
2016,2016,Re-Export,Qatar,Georgia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",39835,25.3336984,51.2295295,32.3293809,-83.1137366
2016,2016,Re-Export,Qatar,Gambia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",83791,25.3336984,51.2295295,13.470062,-15.4900464
2016,2016,Re-Export,Qatar,Germany,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79147515,25.3336984,51.2295295,51.1638175,10.4478313
2016,2016,Re-Export,Qatar,Ghana,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",149161,25.3336984,51.2295295,8.0300284,-1.0800271
2016,2016,Re-Export,Qatar,Greece,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",159463,25.3336984,51.2295295,38.9953683,21.9877132
2016,2016,Re-Export,Qatar,Guinea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",79593,25.3336984,51.2295295,10.7226226,-10.7083587
2016,2016,Re-Export,Qatar,"China, Hong Kong SAR",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",688100,25.3336984,51.2295295,22.350627,114.1849161
2016,2016,Re-Export,Qatar,Iran,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3560104,25.3336984,51.2295295,32.6475314,54.5643516
2016,2016,Re-Export,Qatar,Iraq,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11859509,25.3336984,51.2295295,33.0955793,44.1749775
2016,2016,Re-Export,Qatar,Italy,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3469391,25.3336984,51.2295295,42.6384261,12.674297
2016,2016,Re-Export,Qatar,Côte d'Ivoire,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",141483,25.3336984,51.2295295,7.9897371,-5.5679458
2016,2016,Re-Export,Qatar,Japan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",711878,25.3336984,51.2295295,36.5748441,139.2394179
2016,2016,Re-Export,Qatar,Kazakhstan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",34075,25.3336984,51.2295295,48.1012954,66.7780818
2016,2016,Re-Export,Qatar,Jordan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",25605774,25.3336984,51.2295295,31.1667049,36.941628
2016,2016,Re-Export,Qatar,Rep. of Korea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1195337,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Kuwait,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52164562,25.3336984,51.2295295,29.2733964,47.4979476
2016,2016,Re-Export,Qatar,Lebanon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4787481,25.3336984,51.2295295,33.8750629,35.843409
2016,2016,Re-Export,Qatar,Libya,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19230,25.3336984,51.2295295,26.8234472,18.1236723
2016,2016,Re-Export,Qatar,Lithuania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",289834,25.3336984,51.2295295,55.3500003,23.7499997
2016,2016,Re-Export,Qatar,Luxembourg,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",185869,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Malaysia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",361630,25.3336984,51.2295295,4.5693754,102.2656823
2016,2016,Re-Export,Qatar,Maldives,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",49450,25.3336984,51.2295295,3.7203503,73.2244152
2016,2016,Re-Export,Qatar,Mauritania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",363715,25.3336984,51.2295295,20.2540382,-9.2399263
2016,2016,Re-Export,Qatar,Rep. of Moldova,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",70054,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Morocco,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4469016,25.3336984,51.2295295,31.1728205,-7.3362482
2016,2016,Re-Export,Qatar,Oman,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5570938,25.3336984,51.2295295,21.0000287,57.0036901
2016,2016,Re-Export,Qatar,Netherlands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7249631,25.3336984,51.2295295,52.2434979,5.6343227
2016,2016,Re-Export,Qatar,New Zealand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63516,25.3336984,51.2295295,-41.5000831,172.8344077
2016,2016,Re-Export,Qatar,Nigeria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",118543,25.3336984,51.2295295,9.6000359,7.9999721
2016,2016,Re-Export,Qatar,Norway,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",87912,25.3336984,51.2295295,60.5000209,9.0999715
2016,2016,Re-Export,Qatar,Marshall Isds,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",531918,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Pakistan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",134824,25.3336984,51.2295295,30.3308401,71.247499
2016,2016,Re-Export,Qatar,Panama,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19780,25.3336984,51.2295295,8.559559,-81.1308434
2016,2016,Re-Export,Qatar,Philippines,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",87107,25.3336984,51.2295295,12.7503486,122.7312101
2016,2016,Re-Export,Qatar,Poland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",194203,25.3336984,51.2295295,52.215933,19.134422
2016,2016,Re-Export,Qatar,Romania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66461,25.3336984,51.2295295,45.9852129,24.6859225
2016,2016,Re-Export,Qatar,Rwanda,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28296,25.3336984,51.2295295,-1.9646631,30.0644358
2016,2016,Re-Export,Qatar,Saudi Arabia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",126217637,25.3336984,51.2295295,25.6242618,42.3528328
2016,2016,Re-Export,Qatar,Senegal,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",114656,25.3336984,51.2295295,14.4750607,-14.4529612
2016,2016,Re-Export,Qatar,India,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",597232,25.3336984,51.2295295,22.3511148,78.6677428
2016,2016,Re-Export,Qatar,Singapore,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",138355,25.3336984,51.2295295,1.357107,103.8194992
2016,2016,Re-Export,Qatar,Somalia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",103909,25.3336984,51.2295295,8.3676771,49.083416
2016,2016,Re-Export,Qatar,South Africa,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76648,25.3336984,51.2295295,-28.8166236,24.991639
2016,2016,Re-Export,Qatar,Zimbabwe,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14560,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Spain,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3411448,25.3336984,51.2295295,39.3260685,-4.8379791
2016,2016,Re-Export,Qatar,Sudan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6553929,25.3336984,51.2295295,14.5844444,29.4917691
2016,2016,Re-Export,Qatar,Sweden,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",227345,25.3336984,51.2295295,59.6749712,14.5208584
2016,2016,Re-Export,Qatar,Switzerland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",823596,25.3336984,51.2295295,46.7985624,8.2319736
2016,2016,Re-Export,Qatar,Thailand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1040017,25.3336984,51.2295295,14.8971921,100.83273
2016,2016,Re-Export,Qatar,United Arab Emirates,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",142290816,25.3336984,51.2295295,24.0002488,53.9994829
2016,2016,Re-Export,Qatar,Tunisia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6396371,25.3336984,51.2295295,33.8439408,9.400138
2016,2016,Re-Export,Qatar,Turkey,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",587566,25.3336984,51.2295295,38.9597594,34.9249653
2016,2016,Re-Export,Qatar,Ukraine,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",686589,25.3336984,51.2295295,49.4871968,31.2718321
2016,2016,Re-Export,Qatar,Egypt,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12610287,25.3336984,51.2295295,26.2540493,29.2675469
2016,2016,Re-Export,Qatar,United Kingdom,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8911073,25.3336984,51.2295295,54.7023545,-3.2765753
2016,2016,Re-Export,Qatar,United Rep. of Tanzania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",274725,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,USA,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1214262,25.3336984,51.2295295,,
2016,2016,Re-Export,Qatar,Venezuela,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",177819,25.3336984,51.2295295,8.0018709,-66.1109318
2016,2016,Re-Export,Qatar,Yemen,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",465178,25.3336984,51.2295295,16.3471243,47.8915271
2016,2016,Re-Export,Qatar,Zambia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26648,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,World,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",458915439,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017,Re-Export,Qatar,Albania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24986,25.3336984,51.2295295,41.000028,19.9999619
2017,2017,Re-Export,Qatar,Algeria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",528734,25.3336984,51.2295295,28.0000272,2.9999825
2017,2017,Re-Export,Qatar,Angola,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4549424,25.3336984,51.2295295,-11.8775768,17.5691241
2017,2017,Re-Export,Qatar,Azerbaijan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",151098,25.3336984,51.2295295,40.3936294,47.7872508
2017,2017,Re-Export,Qatar,Argentina,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11475108,25.3336984,51.2295295,-34.9964963,-64.9672817
2017,2017,Re-Export,Qatar,Australia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",62859,25.3336984,51.2295295,-24.7761086,134.755
2017,2017,Re-Export,Qatar,Austria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",264507,25.3336984,51.2295295,47.59397,14.12456
2017,2017,Re-Export,Qatar,Bahrain,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3370578,25.3336984,51.2295295,26.1551249,50.5344606
2017,2017,Re-Export,Qatar,Bangladesh,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1311682,25.3336984,51.2295295,24.4769288,90.2934413
2017,2017,Re-Export,Qatar,Belgium,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6393078,25.3336984,51.2295295,50.6402809,4.6667145
2017,2017,Re-Export,Qatar,Bolivia (Plurinational State of),87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21483,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Bosnia Herzegovina,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13736,25.3336984,51.2295295,44.3053476,17.5961467
2017,2017,Re-Export,Qatar,Bulgaria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",188877,25.3336984,51.2295295,42.6073975,25.4856617
2017,2017,Re-Export,Qatar,Myanmar,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",621314,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Canada,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3480471,25.3336984,51.2295295,61.0666922,-107.991707
2017,2017,Re-Export,Qatar,Sri Lanka,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",78043,25.3336984,51.2295295,7.5554942,80.7137847
2017,2017,Re-Export,Qatar,Chad,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16895,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Chile,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",844172,25.3336984,51.2295295,-31.7613365,-71.3187697
2017,2017,Re-Export,Qatar,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",174473729,25.3336984,51.2295295,35.000074,104.999927
2017,2017,Re-Export,Qatar,Comoros,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",26923,25.3336984,51.2295295,-12.2045176,44.2832964
2017,2017,Re-Export,Qatar,Costa Rica,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",211858,25.3336984,51.2295295,10.2735633,-84.0739102
2017,2017,Re-Export,Qatar,Croatia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45001,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Cyprus,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",35961,25.3336984,51.2295295,34.9823018,33.1451285
2017,2017,Re-Export,Qatar,Czechia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",48077,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Denmark,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",64312,25.3336984,51.2295295,55.670249,10.3333283
2017,2017,Re-Export,Qatar,Ecuador,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",158536,25.3336984,51.2295295,-1.3397668,-79.3666965
2017,2017,Re-Export,Qatar,Ethiopia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",597031,25.3336984,51.2295295,10.2116702,38.6521203
2017,2017,Re-Export,Qatar,Finland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",67549,25.3336984,51.2295295,63.2467777,25.9209164
2017,2017,Re-Export,Qatar,France,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1529460,25.3336984,51.2295295,46.603354,1.8883335
2017,2017,Re-Export,Qatar,Djibouti,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",362046,25.3336984,51.2295295,11.8145966,42.8453061
2017,2017,Re-Export,Qatar,Gabon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",82417,25.3336984,51.2295295,-0.8999695,11.6899699
2017,2017,Re-Export,Qatar,Georgia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",393483,25.3336984,51.2295295,32.3293809,-83.1137366
2017,2017,Re-Export,Qatar,Germany,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6979591,25.3336984,51.2295295,51.1638175,10.4478313
2017,2017,Re-Export,Qatar,Ghana,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",217395,25.3336984,51.2295295,8.0300284,-1.0800271
2017,2017,Re-Export,Qatar,Greece,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",76304,25.3336984,51.2295295,38.9953683,21.9877132
2017,2017,Re-Export,Qatar,Guinea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28846,25.3336984,51.2295295,10.7226226,-10.7083587
2017,2017,Re-Export,Qatar,"China, Hong Kong SAR",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",447046,25.3336984,51.2295295,22.350627,114.1849161
2017,2017,Re-Export,Qatar,Hungary,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",12362,25.3336984,51.2295295,47.1817585,19.5060937
2017,2017,Re-Export,Qatar,Iceland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",50227,25.3336984,51.2295295,64.9841821,-18.1059013
2017,2017,Re-Export,Qatar,Indonesia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",973049,25.3336984,51.2295295,-2.4833826,117.8902853
2017,2017,Re-Export,Qatar,Iran,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3214946,25.3336984,51.2295295,32.6475314,54.5643516
2017,2017,Re-Export,Qatar,Iraq,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9432144,25.3336984,51.2295295,33.0955793,44.1749775
2017,2017,Re-Export,Qatar,Ireland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13318,25.3336984,51.2295295,52.865196,-7.9794599
2017,2017,Re-Export,Qatar,Italy,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3114235,25.3336984,51.2295295,42.6384261,12.674297
2017,2017,Re-Export,Qatar,Côte d'Ivoire,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",63186,25.3336984,51.2295295,7.9897371,-5.5679458
2017,2017,Re-Export,Qatar,Japan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",785340,25.3336984,51.2295295,36.5748441,139.2394179
2017,2017,Re-Export,Qatar,Kazakhstan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",920811,25.3336984,51.2295295,48.1012954,66.7780818
2017,2017,Re-Export,Qatar,Jordan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7685646,25.3336984,51.2295295,31.1667049,36.941628
2017,2017,Re-Export,Qatar,Rep. of Korea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",358418,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Kuwait,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",32647126,25.3336984,51.2295295,29.2733964,47.4979476
2017,2017,Re-Export,Qatar,Lebanon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7023915,25.3336984,51.2295295,33.8750629,35.843409
2017,2017,Re-Export,Qatar,Liberia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21978,25.3336984,51.2295295,5.7499721,-9.3658524
2017,2017,Re-Export,Qatar,Lithuania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",47160,25.3336984,51.2295295,55.3500003,23.7499997
2017,2017,Re-Export,Qatar,Luxembourg,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2276371,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Malaysia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",536201,25.3336984,51.2295295,4.5693754,102.2656823
2017,2017,Re-Export,Qatar,Maldives,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",91858,25.3336984,51.2295295,3.7203503,73.2244152
2017,2017,Re-Export,Qatar,Mauritania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1723626,25.3336984,51.2295295,20.2540382,-9.2399263
2017,2017,Re-Export,Qatar,Mexico,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",335165,25.3336984,51.2295295,23.6585116,-102.0077097
2017,2017,Re-Export,Qatar,Morocco,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4314472,25.3336984,51.2295295,31.1728205,-7.3362482
2017,2017,Re-Export,Qatar,Oman,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15097800,25.3336984,51.2295295,21.0000287,57.0036901
2017,2017,Re-Export,Qatar,Netherlands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14694781,25.3336984,51.2295295,52.2434979,5.6343227
2017,2017,Re-Export,Qatar,New Zealand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",42170,25.3336984,51.2295295,-41.5000831,172.8344077
2017,2017,Re-Export,Qatar,Nigeria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38650,25.3336984,51.2295295,9.6000359,7.9999721
2017,2017,Re-Export,Qatar,Norway,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6868,25.3336984,51.2295295,60.5000209,9.0999715
2017,2017,Re-Export,Qatar,Pakistan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",154469,25.3336984,51.2295295,30.3308401,71.247499
2017,2017,Re-Export,Qatar,Paraguay,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",20056,25.3336984,51.2295295,,
2017,2017,Re-Export,Qatar,Philippines,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",848376,25.3336984,51.2295295,12.7503486,122.7312101
2017,2017,Re-Export,Qatar,Poland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",189312,25.3336984,51.2295295,52.215933,19.134422
2017,2017,Re-Export,Qatar,Portugal,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",43406,25.3336984,51.2295295,39.6621648,-8.1353519
2017,2017,Re-Export,Qatar,Romania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54964,25.3336984,51.2295295,45.9852129,24.6859225
2017,2017,Re-Export,Qatar,Saudi Arabia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33853224,25.3336984,51.2295295,25.6242618,42.3528328
2017,2017,Re-Export,Qatar,Senegal,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",261948,25.3336984,51.2295295,14.4750607,-14.4529612
2017,2017,Re-Export,Qatar,India,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",227473,25.3336984,51.2295295,22.3511148,78.6677428
