yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2019,2019,Export,Turkey,World,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,27043579,38.9597594,34.9249653,-36.8535712,174.7456809
2019,2019,Export,Turkey,Czechia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,10773,38.9597594,34.9249653,,
2019,2019,Export,Turkey,Denmark,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,91357,38.9597594,34.9249653,55.670249,10.3333283
2019,2019,Export,Turkey,Dominican Rep.,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,114,38.9597594,34.9249653,,
2019,2019,Export,Turkey,Estonia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,17443,38.9597594,34.9249653,58.7523778,25.3319078
2019,2019,Export,Turkey,France,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,111536,38.9597594,34.9249653,46.603354,1.8883335
2019,2019,Export,Turkey,Gabon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,13646,38.9597594,34.9249653,-0.8999695,11.6899699
2019,2019,Export,Turkey,Georgia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2152548,38.9597594,34.9249653,32.3293809,-83.1137366
2019,2019,Export,Turkey,Germany,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3946026,38.9597594,34.9249653,51.1638175,10.4478313
2019,2019,Export,Turkey,Greece,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,797997,38.9597594,34.9249653,38.9953683,21.9877132
2019,2019,Export,Turkey,Hungary,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,182219,38.9597594,34.9249653,47.1817585,19.5060937
2019,2019,Export,Turkey,Iran,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,533009,38.9597594,34.9249653,32.6475314,54.5643516
2019,2019,Export,Turkey,Iraq,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,535308,38.9597594,34.9249653,33.0955793,44.1749775
2019,2019,Export,Turkey,Israel,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,474982,38.9597594,34.9249653,30.8124247,34.8594762
2019,2019,Export,Turkey,Italy,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,374471,38.9597594,34.9249653,42.6384261,12.674297
2019,2019,Export,Turkey,Kazakhstan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,62003,38.9597594,34.9249653,48.1012954,66.7780818
2019,2019,Export,Turkey,Jordan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,119120,38.9597594,34.9249653,31.1667049,36.941628
2019,2019,Export,Turkey,Kenya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2358400,38.9597594,34.9249653,1.4419683,38.4313975
2019,2019,Export,Turkey,Kuwait,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5283,38.9597594,34.9249653,29.2733964,47.4979476
2019,2019,Export,Turkey,Kyrgyzstan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,608,38.9597594,34.9249653,41.5089324,74.724091
2019,2019,Export,Turkey,Lebanon,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,73979,38.9597594,34.9249653,33.8750629,35.843409
2019,2019,Export,Turkey,Libya,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,55824,38.9597594,34.9249653,26.8234472,18.1236723
2019,2019,Export,Turkey,Lithuania,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3220,38.9597594,34.9249653,55.3500003,23.7499997
2019,2019,Export,Turkey,Maldives,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,981,38.9597594,34.9249653,3.7203503,73.2244152
2019,2019,Export,Turkey,Mali,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,428197,38.9597594,34.9249653,16.3700359,-2.2900239
2019,2019,Export,Turkey,Malta,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,13637,38.9597594,34.9249653,35.8885993,14.4476911
2019,2019,Export,Turkey,Mauritania,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,49094,38.9597594,34.9249653,20.2540382,-9.2399263
2019,2019,Export,Turkey,Rep. of Moldova,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,46745,38.9597594,34.9249653,,
2019,2019,Export,Turkey,Montenegro,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,741133,38.9597594,34.9249653,,
2019,2019,Export,Turkey,Morocco,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,269105,38.9597594,34.9249653,31.1728205,-7.3362482
2019,2019,Export,Turkey,Netherlands,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,161833,38.9597594,34.9249653,52.2434979,5.6343227
2019,2019,Export,Turkey,New Zealand,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,44004,38.9597594,34.9249653,-41.5000831,172.8344077
2019,2019,Export,Turkey,Norway,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,11730,38.9597594,34.9249653,60.5000209,9.0999715
2019,2019,Export,Turkey,Philippines,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1065,38.9597594,34.9249653,12.7503486,122.7312101
2019,2019,Export,Turkey,Poland,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,217630,38.9597594,34.9249653,52.215933,19.134422
2019,2019,Export,Turkey,Portugal,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,331671,38.9597594,34.9249653,39.6621648,-8.1353519
2019,2019,Export,Turkey,Qatar,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,640862,38.9597594,34.9249653,25.3336984,51.2295295
2019,2019,Export,Turkey,Romania,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,280148,38.9597594,34.9249653,45.9852129,24.6859225
2019,2019,Export,Turkey,Russian Federation,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,711,38.9597594,34.9249653,64.6863136,97.7453061
2019,2019,Export,Turkey,Saudi Arabia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,2624182,38.9597594,34.9249653,25.6242618,42.3528328
2019,2019,Export,Turkey,Serbia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,649962,38.9597594,34.9249653,44.1534121,20.55144
2019,2019,Export,Turkey,Singapore,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,103,38.9597594,34.9249653,1.357107,103.8194992
2019,2019,Export,Turkey,Slovenia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,192506,38.9597594,34.9249653,45.8133113,14.4808369
2019,2019,Export,Turkey,Somalia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,135328,38.9597594,34.9249653,8.3676771,49.083416
2019,2019,Export,Turkey,South Africa,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,96659,38.9597594,34.9249653,-28.8166236,24.991639
2019,2019,Export,Turkey,Spain,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,727841,38.9597594,34.9249653,39.3260685,-4.8379791
2019,2019,Export,Turkey,Sudan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,195570,38.9597594,34.9249653,14.5844444,29.4917691
2019,2019,Export,Turkey,Switzerland,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,279543,38.9597594,34.9249653,46.7985624,8.2319736
2019,2019,Export,Turkey,Syria,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,237434,38.9597594,34.9249653,34.6401861,39.0494106
2019,2019,Export,Turkey,Turkmenistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1814,38.9597594,34.9249653,39.3763807,59.3924609
2019,2019,Export,Turkey,Ukraine,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,71787,38.9597594,34.9249653,49.4871968,31.2718321
2019,2019,Export,Turkey,North Macedonia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,25885,38.9597594,34.9249653,,
2019,2019,Export,Turkey,United Kingdom,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1318472,38.9597594,34.9249653,54.7023545,-3.2765753
2019,2019,Export,Turkey,USA,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1229492,38.9597594,34.9249653,,
2019,2019,Export,Turkey,Uzbekistan,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,5876,38.9597594,34.9249653,41.32373,63.9528098
