yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2017,2017.0,Import,Qatar,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2606849230.0,,25.3336984,51.2295295,-36.8535712,174.7456809
2017,2017.0,Import,Qatar,Luxembourg,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46084.0,,25.3336984,51.2295295,49.8158683,6.1296751
2017,2017.0,Import,Qatar,Malaysia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",818745.0,,25.3336984,51.2295295,4.5693754,102.2656823
2017,2017.0,Import,Qatar,Malta,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",52.0,,25.3336984,51.2295295,35.8885993,14.4476911
2017,2017.0,Import,Qatar,Mexico,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27965113.0,,25.3336984,51.2295295,23.6585116,-102.0077097
2017,2017.0,Import,Qatar,"Other Asia, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19065924.0,,25.3336984,51.2295295,,
2017,2017.0,Import,Qatar,Morocco,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1993263.0,,25.3336984,51.2295295,31.1728205,-7.3362482
2017,2017.0,Import,Qatar,Oman,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1856530.0,,25.3336984,51.2295295,21.0000287,57.0036901
2017,2017.0,Import,Qatar,Netherlands,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15071514.0,,25.3336984,51.2295295,52.2434979,5.6343227
2017,2017.0,Import,Qatar,New Zealand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",33326.0,,25.3336984,51.2295295,-41.5000831,172.8344077
2017,2017.0,Import,Qatar,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",344265.0,,25.3336984,51.2295295,60.5000209,9.0999715
2017,2017.0,Import,Qatar,Pakistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",198531.0,,25.3336984,51.2295295,30.3308401,71.247499
2017,2017.0,Import,Qatar,Philippines,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",224827.0,,25.3336984,51.2295295,12.7503486,122.7312101
2017,2017.0,Import,Qatar,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2278913.0,,25.3336984,51.2295295,52.215933,19.134422
2017,2017.0,Import,Qatar,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",461019.0,,25.3336984,51.2295295,39.6621648,-8.1353519
2017,2017.0,Import,Qatar,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1507484.0,,25.3336984,51.2295295,45.9852129,24.6859225
2017,2017.0,Import,Qatar,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1366201.0,,25.3336984,51.2295295,64.6863136,97.7453061
2017,2017.0,Import,Qatar,Saudi Arabia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8959971.0,,25.3336984,51.2295295,25.6242618,42.3528328
2017,2017.0,Import,Qatar,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21307.0,,25.3336984,51.2295295,44.1534121,20.55144
2017,2017.0,Import,Qatar,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",41300798.0,,25.3336984,51.2295295,22.3511148,78.6677428
2017,2017.0,Import,Qatar,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",235592.0,,25.3336984,51.2295295,1.357107,103.8194992
2017,2017.0,Import,Qatar,Slovakia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22558792.0,,25.3336984,51.2295295,48.7411522,19.4528646
2017,2017.0,Import,Qatar,Viet Nam,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",131577.0,,25.3336984,51.2295295,15.9266657,107.9650855
2017,2017.0,Import,Qatar,Slovenia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",283913.0,,25.3336984,51.2295295,45.8133113,14.4808369
2017,2017.0,Import,Qatar,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3030259.0,,25.3336984,51.2295295,-28.8166236,24.991639
2017,2017.0,Import,Qatar,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27503212.0,,25.3336984,51.2295295,39.3260685,-4.8379791
2017,2017.0,Import,Qatar,Eswatini,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1739.0,,25.3336984,51.2295295,-26.5624806,31.3991317
2017,2017.0,Import,Qatar,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8255140.0,,25.3336984,51.2295295,59.6749712,14.5208584
2017,2017.0,Import,Qatar,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",415000.0,,25.3336984,51.2295295,46.7985624,8.2319736
2017,2017.0,Import,Qatar,Thailand,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",99229007.0,,25.3336984,51.2295295,14.8971921,100.83273
2017,2017.0,Import,Qatar,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14433346.0,,25.3336984,51.2295295,24.0002488,53.9994829
2017,2017.0,Import,Qatar,Tunisia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46552.0,,25.3336984,51.2295295,33.8439408,9.400138
2017,2017.0,Import,Qatar,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",16744028.0,,25.3336984,51.2295295,38.9597594,34.9249653
2017,2017.0,Import,Qatar,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28417.0,,25.3336984,51.2295295,49.4871968,31.2718321
2017,2017.0,Import,Qatar,North Macedonia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3819.0,,25.3336984,51.2295295,41.6171214,21.7168387
2017,2017.0,Import,Qatar,Egypt,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3950047.0,,25.3336984,51.2295295,26.2540493,29.2675469
2017,2017.0,Import,Qatar,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",189011367.0,,25.3336984,51.2295295,54.7023545,-3.2765753
2017,2017.0,Import,Qatar,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",245660223.0,,25.3336984,51.2295295,39.7837304,-100.445882
2017,2017.0,Import,Qatar,"Areas, nes",87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",757594.0,,25.3336984,51.2295295,,
