yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,Unnamed: 0,rtLat,rtLon,ptLat,ptLon
2016,2016.0,Re-Export,Georgia,World,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",182738679.0,,32.3293809,-83.1137366,-36.8535712,174.7456809
2016,2016.0,Re-Export,Georgia,Nigeria,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",28704.0,,32.3293809,-83.1137366,9.6000359,7.9999721
2016,2016.0,Re-Export,Georgia,Norway,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2017.0,,32.3293809,-83.1137366,60.5000209,9.0999715
2016,2016.0,Re-Export,Georgia,Panama,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3137720.0,,32.3293809,-83.1137366,8.559559,-81.1308434
2016,2016.0,Re-Export,Georgia,Poland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",31515.0,,32.3293809,-83.1137366,52.215933,19.134422
2016,2016.0,Re-Export,Georgia,Portugal,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7757.0,,32.3293809,-83.1137366,39.6621648,-8.1353519
2016,2016.0,Re-Export,Georgia,Romania,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54093.0,,32.3293809,-83.1137366,45.9852129,24.6859225
2016,2016.0,Re-Export,Georgia,Russian Federation,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8188117.0,,32.3293809,-83.1137366,64.6863136,97.7453061
2016,2016.0,Re-Export,Georgia,Serbia,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7837.0,,32.3293809,-83.1137366,44.1534121,20.55144
2016,2016.0,Re-Export,Georgia,India,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",229067.0,,32.3293809,-83.1137366,22.3511148,78.6677428
2016,2016.0,Re-Export,Georgia,Singapore,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8878.0,,32.3293809,-83.1137366,1.357107,103.8194992
2016,2016.0,Re-Export,Georgia,South Africa,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",97099.0,,32.3293809,-83.1137366,-28.8166236,24.991639
2016,2016.0,Re-Export,Georgia,Spain,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",66113.0,,32.3293809,-83.1137366,39.3260685,-4.8379791
2016,2016.0,Re-Export,Georgia,Sudan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",23176.0,,32.3293809,-83.1137366,14.5844444,29.4917691
2016,2016.0,Re-Export,Georgia,Sweden,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36107.0,,32.3293809,-83.1137366,59.6749712,14.5208584
2016,2016.0,Re-Export,Georgia,Switzerland,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",27835298.0,,32.3293809,-83.1137366,46.7985624,8.2319736
2016,2016.0,Re-Export,Georgia,Tajikistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13602.0,,32.3293809,-83.1137366,38.6281733,70.8156541
2016,2016.0,Re-Export,Georgia,United Arab Emirates,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",21410880.0,,32.3293809,-83.1137366,24.0002488,53.9994829
2016,2016.0,Re-Export,Georgia,Turkey,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1676072.0,,32.3293809,-83.1137366,38.9597594,34.9249653
2016,2016.0,Re-Export,Georgia,Turkmenistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2494174.0,,32.3293809,-83.1137366,39.3763807,59.3924609
2016,2016.0,Re-Export,Georgia,Ukraine,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",8255359.0,,32.3293809,-83.1137366,49.4871968,31.2718321
2016,2016.0,Re-Export,Georgia,United Kingdom,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",626.0,,32.3293809,-83.1137366,54.7023545,-3.2765753
2016,2016.0,Re-Export,Georgia,USA,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",360701.0,,32.3293809,-83.1137366,39.7837304,-100.445882
2016,2016.0,Re-Export,Georgia,Uzbekistan,87.0,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",10389.0,,32.3293809,-83.1137366,41.32373,63.9528098
