yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2016,2016,Import,Comoros,World,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,3112908,,,-36.8535712,174.7456809
2020,2020,Import,Comoros,Madagascar,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,69,,,-18.9249604,46.4416422
2020,2020,Import,Comoros,Malaysia,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1380341,,,4.5693754,102.2656823
2020,2020,Import,Comoros,Mauritania,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,61800,,,20.2540382,-9.2399263
2020,2020,Import,Comoros,Mauritius,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,86798,,,-20.2759451,57.5703566
2020,2020,Import,Comoros,Netherlands,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,16366,,,52.2434979,5.6343227
2020,2020,Import,Comoros,India,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,57193,,,22.3511148,78.6677428
2020,2020,Import,Comoros,Singapore,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,987451,,,1.357107,103.8194992
2020,2020,Import,Comoros,South Africa,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,39591,,,-28.8166236,24.991639
2020,2020,Import,Comoros,Thailand,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,108,,,14.8971921,100.83273
2020,2020,Import,Comoros,United Arab Emirates,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,176533,,,24.0002488,53.9994829
2020,2020,Import,Comoros,Tunisia,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,270956,,,33.8439408,9.400138
2020,2020,Import,Comoros,Turkey,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,118159,,,38.9597594,34.9249653
2020,2020,Import,Comoros,United Rep. of Tanzania,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,741,,,,
