yr,periodDesc,rgDesc,rtTitle,ptTitle,cmdCode,cmdDescE,TradeValue,rtLat,rtLon,ptLat,ptLon
2021,2021,Import,Turkey,World,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",15594818976,38.9597594,34.9249653,-36.8535712,174.7456809
2021,2021,Import,Turkey,Armenia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",271,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Belgium,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",202304791,38.9597594,34.9249653,50.6402809,4.6667145
2021,2021,Import,Turkey,Bolivia (Plurinational State of),87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Bosnia Herzegovina,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6806836,38.9597594,34.9249653,44.3053476,17.5961467
2021,2021,Import,Turkey,Brazil,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4375279,38.9597594,34.9249653,-10.3333333,-53.2
2021,2021,Import,Turkey,Solomon Isds,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",235,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Brunei Darussalam,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4097,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Bulgaria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9093993,38.9597594,34.9249653,42.6073975,25.4856617
2021,2021,Import,Turkey,Myanmar,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1418,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Belarus,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",299138,38.9597594,34.9249653,53.4250605,27.6971358
2021,2021,Import,Turkey,Cambodia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",428865,38.9597594,34.9249653,12.5433216,104.8144914
2021,2021,Import,Turkey,Cameroon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",19,38.9597594,34.9249653,4.6125522,13.1535811
2021,2021,Import,Turkey,Canada,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6397507,38.9597594,34.9249653,61.0666922,-107.991707
2021,2021,Import,Turkey,Sri Lanka,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",51052,38.9597594,34.9249653,7.5554942,80.7137847
2021,2021,Import,Turkey,Chile,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",13214,38.9597594,34.9249653,-31.7613365,-71.3187697
2021,2021,Import,Turkey,China,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",954730087,38.9597594,34.9249653,35.000074,104.999927
2021,2021,Import,Turkey,Colombia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",14408,38.9597594,34.9249653,4.099917,-72.9088133
2021,2021,Import,Turkey,Costa Rica,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",911,38.9597594,34.9249653,10.2735633,-84.0739102
2021,2021,Import,Turkey,Croatia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1806801,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Cyprus,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",60447,38.9597594,34.9249653,34.9823018,33.1451285
2021,2021,Import,Turkey,Czechia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",904648732,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Benin,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",582,38.9597594,34.9249653,9.5293472,2.2584408
2021,2021,Import,Turkey,Denmark,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11432367,38.9597594,34.9249653,55.670249,10.3333283
2021,2021,Import,Turkey,Dominica,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",360,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Dominican Rep.,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",632,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Ecuador,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11,38.9597594,34.9249653,-1.3397668,-79.3666965
2021,2021,Import,Turkey,El Salvador,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Estonia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1995610,38.9597594,34.9249653,58.7523778,25.3319078
2021,2021,Import,Turkey,Faeroe Isds,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1072,38.9597594,34.9249653,,
2021,2021,Import,Turkey,South Georgia and the South Sandwich Islands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1583,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Finland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6834911,38.9597594,34.9249653,63.2467777,25.9209164
2021,2021,Import,Turkey,France,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1216045441,38.9597594,34.9249653,46.603354,1.8883335
2021,2021,Import,Turkey,Djibouti,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",11942,38.9597594,34.9249653,11.8145966,42.8453061
2021,2021,Import,Turkey,Georgia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",501887,38.9597594,34.9249653,32.3293809,-83.1137366
2021,2021,Import,Turkey,Gambia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5729,38.9597594,34.9249653,13.470062,-15.4900464
2021,2021,Import,Turkey,Germany,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3585388947,38.9597594,34.9249653,51.1638175,10.4478313
2021,2021,Import,Turkey,Ghana,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",963,38.9597594,34.9249653,8.0300284,-1.0800271
2021,2021,Import,Turkey,Greece,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1462073,38.9597594,34.9249653,38.9953683,21.9877132
2021,2021,Import,Turkey,Guatemala,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",387,38.9597594,34.9249653,15.5855545,-90.345759
2021,2021,Import,Turkey,Honduras,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",842,38.9597594,34.9249653,15.2572432,-86.0755145
2021,2021,Import,Turkey,"China, Hong Kong SAR",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",94676,38.9597594,34.9249653,22.350627,114.1849161
2021,2021,Import,Turkey,Hungary,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",387169734,38.9597594,34.9249653,47.1817585,19.5060937
2021,2021,Import,Turkey,Iceland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",71,38.9597594,34.9249653,64.9841821,-18.1059013
2021,2021,Import,Turkey,Indonesia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",38693750,38.9597594,34.9249653,-2.4833826,117.8902853
2021,2021,Import,Turkey,Iran,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1771261,38.9597594,34.9249653,32.6475314,54.5643516
2021,2021,Import,Turkey,Iraq,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",380708,38.9597594,34.9249653,33.0955793,44.1749775
2021,2021,Import,Turkey,Ireland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3019498,38.9597594,34.9249653,52.865196,-7.9794599
2021,2021,Import,Turkey,Israel,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",777151,38.9597594,34.9249653,30.8124247,34.8594762
2021,2021,Import,Turkey,Italy,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",812776795,38.9597594,34.9249653,42.6384261,12.674297
2021,2021,Import,Turkey,Japan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",674337202,38.9597594,34.9249653,36.5748441,139.2394179
2021,2021,Import,Turkey,Kazakhstan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",516,38.9597594,34.9249653,48.1012954,66.7780818
2021,2021,Import,Turkey,Jordan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",638,38.9597594,34.9249653,31.1667049,36.941628
2021,2021,Import,Turkey,Kenya,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",199,38.9597594,34.9249653,1.4419683,38.4313975
2021,2021,Import,Turkey,Rep. of Korea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",525067123,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Kuwait,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",126379,38.9597594,34.9249653,29.2733964,47.4979476
2021,2021,Import,Turkey,Lao People's Dem. Rep.,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Lebanon,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",457,38.9597594,34.9249653,33.8750629,35.843409
2021,2021,Import,Turkey,Latvia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",706683,38.9597594,34.9249653,56.8406494,24.7537645
2021,2021,Import,Turkey,Liberia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",46434,38.9597594,34.9249653,5.7499721,-9.3658524
2021,2021,Import,Turkey,Libya,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",613,38.9597594,34.9249653,26.8234472,18.1236723
2021,2021,Import,Turkey,Lithuania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2017522,38.9597594,34.9249653,55.3500003,23.7499997
2021,2021,Import,Turkey,Luxembourg,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2832559,38.9597594,34.9249653,,
2021,2021,Import,Turkey,"China, Macao SAR",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",53322,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Malaysia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",7141058,38.9597594,34.9249653,4.5693754,102.2656823
2021,2021,Import,Turkey,Malta,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6512,38.9597594,34.9249653,35.8885993,14.4476911
2021,2021,Import,Turkey,Mauritania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",189,38.9597594,34.9249653,20.2540382,-9.2399263
2021,2021,Import,Turkey,Mauritius,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",22,38.9597594,34.9249653,-20.2759451,57.5703566
2021,2021,Import,Turkey,Mexico,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",131007473,38.9597594,34.9249653,23.6585116,-102.0077097
2021,2021,Import,Turkey,"Other Asia, nes",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",36402190,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Rep. of Moldova,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",91081,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Montenegro,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6041,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Morocco,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",185607015,38.9597594,34.9249653,31.1728205,-7.3362482
2021,2021,Import,Turkey,Oman,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",331468,38.9597594,34.9249653,21.0000287,57.0036901
2021,2021,Import,Turkey,Nauru,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1684,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Netherlands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",253709708,38.9597594,34.9249653,52.2434979,5.6343227
2021,2021,Import,Turkey,New Zealand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",30134,38.9597594,34.9249653,-41.5000831,172.8344077
2021,2021,Import,Turkey,Niger,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40,38.9597594,34.9249653,17.7356214,9.3238432
2021,2021,Import,Turkey,Nigeria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4102,38.9597594,34.9249653,9.6000359,7.9999721
2021,2021,Import,Turkey,Norway,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9083259,38.9597594,34.9249653,60.5000209,9.0999715
2021,2021,Import,Turkey,N. Mariana Isds,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",40,38.9597594,34.9249653,,
2021,2021,Import,Turkey,United States Minor Outlying Islands,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",2565,38.9597594,34.9249653,,
2021,2021,Import,Turkey,FS Micronesia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",471,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Marshall Isds,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",69,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Pakistan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",663650,38.9597594,34.9249653,30.3308401,71.247499
2021,2021,Import,Turkey,Panama,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",45,38.9597594,34.9249653,8.559559,-81.1308434
2021,2021,Import,Turkey,Paraguay,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Peru,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",95,38.9597594,34.9249653,-6.8699697,-75.0458515
2021,2021,Import,Turkey,Philippines,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1265462,38.9597594,34.9249653,12.7503486,122.7312101
2021,2021,Import,Turkey,Poland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",690334306,38.9597594,34.9249653,52.215933,19.134422
2021,2021,Import,Turkey,Portugal,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",222033346,38.9597594,34.9249653,39.6621648,-8.1353519
2021,2021,Import,Turkey,Qatar,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",220165,38.9597594,34.9249653,25.3336984,51.2295295
2021,2021,Import,Turkey,Romania,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",620183223,38.9597594,34.9249653,45.9852129,24.6859225
2021,2021,Import,Turkey,Russian Federation,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",9851293,38.9597594,34.9249653,64.6863136,97.7453061
2021,2021,Import,Turkey,San Marino,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",101,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Saudi Arabia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",92018,38.9597594,34.9249653,25.6242618,42.3528328
2021,2021,Import,Turkey,Serbia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3496897,38.9597594,34.9249653,44.1534121,20.55144
2021,2021,Import,Turkey,Seychelles,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",270,38.9597594,34.9249653,-4.6574977,55.4540146
2021,2021,Import,Turkey,Sierra Leone,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",3214,38.9597594,34.9249653,8.6400349,-11.8400269
2021,2021,Import,Turkey,India,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",437705725,38.9597594,34.9249653,22.3511148,78.6677428
2021,2021,Import,Turkey,Singapore,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",57235,38.9597594,34.9249653,1.357107,103.8194992
2021,2021,Import,Turkey,Slovakia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",296171067,38.9597594,34.9249653,48.7411522,19.4528646
2021,2021,Import,Turkey,Viet Nam,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",54219768,38.9597594,34.9249653,15.9266657,107.9650855
2021,2021,Import,Turkey,Slovenia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",24131781,38.9597594,34.9249653,45.8133113,14.4808369
2021,2021,Import,Turkey,South Africa,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",188438425,38.9597594,34.9249653,-28.8166236,24.991639
2021,2021,Import,Turkey,Zimbabwe,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",657,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Spain,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1618101932,38.9597594,34.9249653,39.3260685,-4.8379791
2021,2021,Import,Turkey,South Sudan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",184,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Suriname,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",837,38.9597594,34.9249653,4.1413025,-56.0771187
2021,2021,Import,Turkey,Eswatini,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",59,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Sweden,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",158014302,38.9597594,34.9249653,59.6749712,14.5208584
2021,2021,Import,Turkey,Switzerland,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",5226342,38.9597594,34.9249653,46.7985624,8.2319736
2021,2021,Import,Turkey,Syria,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",37363,38.9597594,34.9249653,34.6401861,39.0494106
2021,2021,Import,Turkey,Thailand,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",342564344,38.9597594,34.9249653,14.8971921,100.83273
2021,2021,Import,Turkey,Tokelau,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",193,38.9597594,34.9249653,,
2021,2021,Import,Turkey,United Arab Emirates,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1133722,38.9597594,34.9249653,24.0002488,53.9994829
2021,2021,Import,Turkey,Tunisia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",6659189,38.9597594,34.9249653,33.8439408,9.400138
2021,2021,Import,Turkey,Turkmenistan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",4224,38.9597594,34.9249653,39.3763807,59.3924609
2021,2021,Import,Turkey,Turks and Caicos Isds,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",196,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Ukraine,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",685525,38.9597594,34.9249653,49.4871968,31.2718321
2021,2021,Import,Turkey,North Macedonia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1126174,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Egypt,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",199722,38.9597594,34.9249653,26.2540493,29.2675469
2021,2021,Import,Turkey,United Kingdom,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",504933460,38.9597594,34.9249653,54.7023545,-3.2765753
2021,2021,Import,Turkey,USA,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",230863744,38.9597594,34.9249653,,
2021,2021,Import,Turkey,Uruguay,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1250,38.9597594,34.9249653,-32.8755548,-56.0201525
2021,2021,Import,Turkey,Uzbekistan,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1038160,38.9597594,34.9249653,41.32373,63.9528098
2021,2021,Import,Turkey,Venezuela,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1658,38.9597594,34.9249653,8.0018709,-66.1109318
2021,2021,Import,Turkey,Zambia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",44573,38.9597594,34.9249653,,
2021,2021,Import,Turkey,"Areas, nes",87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",831,38.9597594,34.9249653,,
